loan_id,as_of_month,ending_balance,scheduled_payment,actual_payment,dpd,region,product_type,fico_score,secured_flag
L102974,2024-07-31,22941.02,548.92,548.92,0,West,Auto Loan,810,1
L102975,2024-07-31,10818.94,507.47,497.32,0,Northeast,Personal Loan,747,0
L102976,2024-07-31,6528.83,209.79,209.79,0,Midwest,Personal Loan,707,0
L102977,2024-07-31,12098.97,378.55,378.55,0,Northeast,Auto Loan,710,1
L102978,2024-07-31,15923.2,325.13,292.62,0,South,Personal Loan,725,0
L102979,2024-07-31,13283.04,617.79,617.79,0,Midwest,Home Improvement,718,0
L102980,2024-07-31,13857.12,343.24,343.24,0,Northeast,Personal Loan,719,0
L102981,2024-07-31,12715.43,251.59,251.59,0,Midwest,Auto Loan,697,1
L102982,2024-07-31,16886.77,539.27,485.34,0,West,Personal Loan,737,0
L102983,2024-07-31,16554.94,775.52,775.52,0,West,Home Improvement,672,0
L102984,2024-07-31,14681.9,371.43,364.0,0,West,Personal Loan,647,0
L102985,2024-07-31,23516.77,461.26,461.26,0,Midwest,Auto Loan,726,1
L102986,2024-07-31,17506.87,441.13,441.13,0,West,Personal Loan,662,0
L102987,2024-07-31,17981.86,367.92,367.92,0,Northeast,Personal Loan,760,0
L102988,2024-07-31,21558.38,672.96,672.96,0,West,Auto Loan,745,1
L102989,2024-07-31,13420.96,429.97,429.97,0,South,Personal Loan,744,0
L102990,2024-07-31,17022.94,549.13,549.13,0,South,Personal Loan,690,0
L102991,2024-07-31,13910.3,660.59,660.59,0,West,Personal Loan,646,0
L102992,2024-07-31,14765.54,356.56,356.56,0,Northeast,Auto Loan,690,1
L102993,2024-07-31,19385.17,905.15,887.05,0,South,Home Improvement,687,0
L102994,2024-07-31,7703.6,248.77,223.89,0,West,Personal Loan,671,0
L102995,2024-07-31,8349.96,170.85,170.85,0,West,Personal Loan,741,0
L102996,2024-07-31,25994.23,808.9,728.01,0,Midwest,Auto Loan,739,1
L102997,2024-07-31,11584.35,283.0,283.0,0,South,Home Improvement,702,0
L102998,2024-07-31,6367.21,242.92,1335.41,0,Midwest,Personal Loan,649,0
L102999,2024-07-31,10012.66,324.02,291.62,0,Midwest,Personal Loan,662,0
L103000,2024-07-31,30091.03,936.38,842.74,0,Midwest,Auto Loan,758,1
L103001,2024-07-31,9483.23,301.33,301.33,0,South,Home Improvement,693,0
L103002,2024-07-31,21157.31,675.68,675.68,0,West,Auto Loan,621,1
L103003,2024-07-31,26464.46,832.45,874.07,0,Midwest,Auto Loan,694,1
L103004,2024-07-31,10199.04,257.14,257.14,0,Northeast,Personal Loan,660,0
L103005,2024-07-31,14832.52,478.81,478.81,0,West,Personal Loan,687,0
L103006,2024-07-31,22911.37,1057.01,1057.01,0,South,Auto Loan,722,1
L100000,2024-08-31,9627.95,345.12,345.12,0,Northeast,Personal Loan,703,0
L100003,2024-08-31,3379.73,295.55,310.33,0,West,Personal Loan,697,0
L100004,2024-08-31,1360.02,128.65,128.65,0,South,Personal Loan,707,0
L100005,2024-08-31,5593.38,488.27,488.27,0,Northeast,Personal Loan,666,0
L100006,2024-08-31,1259.02,256.74,256.74,0,West,Personal Loan,724,0
L100007,2024-08-31,7849.82,416.32,374.69,0,Midwest,Home Improvement,680,0
L100008,2024-08-31,2440.97,415.72,415.72,0,West,Auto Loan,629,1
L100012,2024-08-31,4380.39,445.7,401.13,0,South,Auto Loan,717,1
L100013,2024-08-31,7185.08,538.59,538.59,0,Midwest,Personal Loan,732,0
L100014,2024-08-31,12622.9,522.3,548.42,0,West,Auto Loan,695,1
L100016,2024-08-31,4350.23,450.73,450.73,0,Northeast,Personal Loan,730,0
L100018,2024-08-31,4236.51,418.4,209.2,38,West,Home Improvement,620,0
L100019,2024-08-31,7774.26,733.3,718.63,0,South,Personal Loan,719,0
L100024,2024-08-31,3665.27,186.33,167.7,0,West,Personal Loan,722,0
L100025,2024-08-31,7115.77,399.33,399.33,0,West,Personal Loan,750,0
L100026,2024-08-31,5147.73,185.71,182.0,0,Midwest,Personal Loan,668,0
L100028,2024-08-31,3745.5,201.82,201.82,0,Northeast,Personal Loan,665,0
L100030,2024-08-31,5441.46,403.41,403.41,0,South,Auto Loan,772,1
L100031,2024-08-31,7604.85,609.64,609.64,0,Midwest,Home Improvement,699,0
L100033,2024-08-31,590.4,595.04,595.04,0,West,Personal Loan,620,0
L100035,2024-08-31,17563.67,700.04,700.04,0,West,Auto Loan,696,1
L100036,2024-08-31,6042.1,1229.68,1229.68,0,Midwest,Auto Loan,657,1
L100037,2024-08-31,3681.51,419.35,419.35,0,South,Auto Loan,756,1
L100038,2024-08-31,2560.4,436.49,436.49,0,South,Personal Loan,747,0
L100039,2024-08-31,2090.0,424.29,424.29,0,Midwest,Auto Loan,757,1
L100041,2024-08-31,8975.32,407.81,407.81,0,West,Personal Loan,679,0
L100042,2024-08-31,7778.28,231.67,231.67,0,West,Personal Loan,747,0
L100044,2024-08-31,4965.22,342.7,308.43,0,South,Auto Loan,701,1
L100046,2024-08-31,161.97,163.07,163.07,0,West,Home Improvement,640,0
L100047,2024-08-31,15751.6,489.54,489.54,0,South,Auto Loan,630,1
L100050,2024-08-31,10720.14,353.13,353.13,0,Midwest,Personal Loan,711,0
L100051,2024-08-31,4597.95,197.47,449.87,0,West,Personal Loan,691,0
L100053,2024-08-31,227.61,229.13,229.13,0,Northeast,Personal Loan,708,0
L100054,2024-08-31,884.85,447.49,447.49,0,Northeast,Personal Loan,635,0
L100055,2024-08-31,1969.83,148.31,148.31,0,Northeast,Personal Loan,675,0
L100057,2024-08-31,6965.92,186.21,186.21,0,South,Personal Loan,724,0
L100059,2024-08-31,330.65,333.05,333.05,0,Midwest,Personal Loan,661,0
L100060,2024-08-31,17063.36,537.13,537.13,0,Midwest,Auto Loan,684,1
L100061,2024-08-31,10367.04,373.0,373.0,0,Midwest,Auto Loan,725,1
L100064,2024-08-31,3505.37,231.72,208.55,0,South,Personal Loan,647,0
L100065,2024-08-31,13008.04,964.37,964.37,0,West,Auto Loan,761,1
L100066,2024-08-31,10143.6,539.62,485.66,0,South,Personal Loan,726,0
L100067,2024-08-31,4388.7,331.07,331.07,0,West,Personal Loan,655,0
L100068,2024-08-31,5155.35,363.23,363.23,0,South,Personal Loan,683,0
L100069,2024-08-31,418.61,442.95,465.1,0,West,Auto Loan,787,1
L100070,2024-08-31,896.1,129.66,116.69,0,Midwest,Personal Loan,692,0
L100071,2024-08-31,6983.43,523.83,523.83,0,South,Personal Loan,713,0
L100072,2024-08-31,5968.54,373.59,373.59,0,West,Personal Loan,683,0
L100074,2024-08-31,3892.87,340.53,340.53,0,Midwest,Personal Loan,642,0
L100076,2024-08-31,4496.22,138.21,138.21,0,Midwest,Personal Loan,687,0
L100077,2024-08-31,7619.48,655.78,655.78,0,Midwest,Auto Loan,738,1
L100081,2024-08-31,7012.09,213.83,213.83,0,Midwest,Personal Loan,724,0
L100082,2024-08-31,1696.25,347.01,347.01,0,Northeast,Personal Loan,639,0
L100083,2024-08-31,1725.2,425.98,383.38,0,Midwest,Auto Loan,716,1
L100084,2024-08-31,9981.35,530.15,530.15,0,South,Home Improvement,708,0
L100087,2024-08-31,15225.11,417.62,417.62,0,Northeast,Home Improvement,716,0
L100088,2024-08-31,10554.84,493.24,443.92,0,South,Personal Loan,766,0
L100089,2024-08-31,3832.79,655.26,655.26,0,South,Personal Loan,659,0
L100090,2024-08-31,3676.76,319.5,319.5,0,West,Personal Loan,805,0
L100091,2024-08-31,4205.97,477.18,429.46,0,Northeast,Personal Loan,807,0
L100092,2024-08-31,9176.87,545.16,545.16,0,West,Personal Loan,671,0
L100093,2024-08-31,1037.89,498.46,448.61,0,Northeast,Auto Loan,646,1
L100094,2024-08-31,0.0,232.63,232.63,0,Northeast,Personal Loan,713,0
L100095,2024-08-31,12111.35,516.57,516.57,0,West,Auto Loan,745,1
L100096,2024-08-31,1707.34,348.61,348.61,0,Midwest,Personal Loan,687,0
L100097,2024-08-31,1729.94,197.05,197.05,0,Midwest,Auto Loan,760,1
L100098,2024-08-31,68.96,689.65,620.68,0,Midwest,Personal Loan,663,0
L100099,2024-08-31,10763.17,403.52,403.52,0,Northeast,Home Improvement,784,0
L100100,2024-08-31,6919.36,515.41,463.87,0,Northeast,Personal Loan,708,0
L100102,2024-08-31,2854.32,111.47,100.32,0,Northeast,Personal Loan,716,0
L100103,2024-08-31,5605.33,311.18,326.74,0,South,Auto Loan,712,1
L100105,2024-08-31,8110.21,500.41,500.41,0,West,Auto Loan,693,1
L100106,2024-08-31,4061.3,423.43,423.43,0,South,Personal Loan,633,0
L100107,2024-08-31,12312.44,376.37,395.19,0,West,Auto Loan,706,1
L100108,2024-08-31,20928.6,510.43,510.43,0,West,Auto Loan,734,1
L100109,2024-08-31,5894.73,673.36,673.36,0,West,Auto Loan,677,1
L100110,2024-08-31,8646.87,424.27,424.27,0,South,Personal Loan,701,0
L100112,2024-08-31,7212.6,231.5,231.5,0,West,Personal Loan,712,0
L100113,2024-08-31,8658.39,339.22,339.22,0,South,Personal Loan,733,0
L100115,2024-08-31,12341.22,462.85,462.85,0,West,Home Improvement,718,0
L100116,2024-08-31,5896.16,997.65,977.7,0,South,Auto Loan,697,1
L100117,2024-08-31,6889.96,510.79,510.79,0,South,Auto Loan,777,1
L100120,2024-08-31,2410.08,309.11,309.11,0,West,Auto Loan,664,1
L100121,2024-08-31,11519.32,319.13,319.13,0,South,Personal Loan,664,0
L100122,2024-08-31,7176.55,475.75,499.54,0,Northeast,Personal Loan,711,0
L100123,2024-08-31,4107.61,355.04,355.04,0,West,Home Improvement,749,0
L100125,2024-08-31,7943.11,367.89,367.89,0,West,Auto Loan,695,1
L100126,2024-08-31,17230.83,735.94,735.94,0,Midwest,Auto Loan,712,1
L100127,2024-08-31,5492.36,800.66,800.66,0,Northeast,Auto Loan,714,1
L100128,2024-08-31,2845.48,566.17,509.55,0,West,Auto Loan,721,1
L100129,2024-08-31,9216.29,269.06,269.06,0,South,Home Improvement,646,0
L100130,2024-08-31,5168.12,593.06,593.06,0,South,Personal Loan,796,0
L100131,2024-08-31,6599.27,833.72,750.35,0,West,Auto Loan,704,1
L100133,2024-08-31,4530.86,428.13,428.13,0,Northeast,Personal Loan,724,0
L100135,2024-08-31,1050.89,360.02,378.02,0,West,Auto Loan,703,1
L100136,2024-08-31,6293.46,409.82,401.62,0,South,Auto Loan,718,1
L100137,2024-08-31,0.01,393.28,393.28,0,South,Personal Loan,632,0
L100138,2024-08-31,4242.41,159.26,159.26,0,West,Home Improvement,713,0
L100139,2024-08-31,6129.58,356.94,356.94,0,Midwest,Auto Loan,724,1
L100140,2024-08-31,8915.43,546.92,492.23,0,South,Auto Loan,690,1
L100142,2024-08-31,3769.17,248.02,223.22,0,West,Personal Loan,689,0
L100143,2024-08-31,10206.28,541.22,541.22,0,Northeast,Home Improvement,732,0
L100145,2024-08-31,7474.36,597.65,627.53,0,Northeast,Auto Loan,760,1
L100148,2024-08-31,11968.82,736.15,736.15,0,South,Auto Loan,797,1
L100150,2024-08-31,3788.94,355.29,348.18,0,South,Auto Loan,681,1
L100152,2024-08-31,3886.84,792.59,792.59,0,South,Personal Loan,755,0
L100154,2024-08-31,12378.47,390.79,390.79,0,West,Auto Loan,671,1
L100157,2024-08-31,5603.85,530.28,530.28,0,Northeast,Personal Loan,702,0
L100158,2024-08-31,17109.81,761.17,761.17,0,West,Auto Loan,697,1
L100159,2024-08-31,12898.95,492.93,443.64,0,Midwest,Auto Loan,747,1
L100160,2024-08-31,4845.45,304.22,319.43,0,South,Personal Loan,684,0
L100163,2024-08-31,10436.72,375.5,375.5,0,Northeast,Auto Loan,736,1
L100164,2024-08-31,4766.07,148.91,148.91,0,South,Personal Loan,740,0
L100165,2024-08-31,10599.0,535.82,482.24,0,South,Auto Loan,647,1
L100168,2024-08-31,6130.15,278.43,278.43,0,Northeast,Personal Loan,681,0
L100169,2024-08-31,2558.51,292.4,292.4,0,Northeast,Home Improvement,728,0
L100172,2024-08-31,6908.7,224.06,201.65,0,Northeast,Home Improvement,704,0
L100173,2024-08-31,6457.96,826.25,826.25,0,West,Auto Loan,705,1
L100174,2024-08-31,5956.39,262.26,262.26,0,South,Personal Loan,643,0
L100175,2024-08-31,7013.48,356.55,320.9,0,South,Personal Loan,727,0
L100178,2024-08-31,1526.59,499.14,449.23,0,Northeast,Personal Loan,682,0
L100179,2024-08-31,847.8,286.39,286.39,0,West,Personal Loan,706,0
L100182,2024-08-31,4415.57,457.13,479.99,0,West,Auto Loan,690,1
L100184,2024-08-31,1143.79,576.18,576.18,0,South,Auto Loan,760,1
L100185,2024-08-31,8775.69,248.23,248.23,0,West,Auto Loan,758,1
L100187,2024-08-31,5892.28,416.5,416.5,0,Northeast,Personal Loan,652,0
L100188,2024-08-31,5534.47,698.54,628.69,0,Northeast,Auto Loan,731,1
L100189,2024-08-31,2207.47,209.54,209.54,0,South,Personal Loan,662,0
L100190,2024-08-31,1801.94,171.32,171.32,0,West,Personal Loan,642,0
L100191,2024-08-31,0.01,534.2,534.2,0,South,Auto Loan,713,1
L100192,2024-08-31,0.0,494.64,494.64,0,Northeast,Auto Loan,766,1
L100193,2024-08-31,7964.21,391.32,391.32,0,Midwest,Personal Loan,692,0
L100195,2024-08-31,6476.96,419.78,377.8,0,Northeast,Auto Loan,714,1
L100196,2024-08-31,517.67,175.05,175.05,0,South,Personal Loan,667,0
L100198,2024-08-31,1429.02,721.48,721.48,0,Midwest,Personal Loan,727,0
L100199,2024-08-31,8476.78,325.01,325.01,0,South,Personal Loan,666,0
L100200,2024-08-31,11837.89,821.13,821.13,0,South,Auto Loan,765,1
L100201,2024-08-31,4692.27,212.43,212.43,0,South,Personal Loan,701,0
L100202,2024-08-31,1065.09,137.06,137.06,0,Midwest,Personal Loan,746,0
L100204,2024-08-31,4221.49,615.19,615.19,0,South,Auto Loan,727,1
L100206,2024-08-31,4895.05,396.63,416.46,0,Midwest,Personal Loan,689,0
L100207,2024-08-31,6961.08,522.66,522.66,0,Midwest,Personal Loan,703,0
L100208,2024-08-31,11907.37,335.89,335.89,0,South,Home Improvement,693,0
L100209,2024-08-31,2739.41,220.6,231.63,0,South,Home Improvement,693,0
L100211,2024-08-31,6806.94,331.84,298.66,0,Northeast,Personal Loan,712,0
L100214,2024-08-31,6233.63,645.86,0.0,56,Northeast,Personal Loan,737,0
L100215,2024-08-31,4756.39,613.75,644.44,0,Midwest,Home Improvement,738,0
L100216,2024-08-31,4961.54,177.55,177.55,0,West,Personal Loan,711,0
L100217,2024-08-31,2775.48,283.35,255.02,0,Northeast,Home Improvement,720,0
L100223,2024-08-31,9323.9,438.65,438.65,0,Midwest,Personal Loan,707,0
L100224,2024-08-31,5701.25,586.83,575.09,0,Midwest,Home Improvement,732,0
L100225,2024-08-31,8692.99,278.5,278.5,0,Northeast,Personal Loan,767,0
L100226,2024-08-31,10696.19,480.17,192.07,88,Midwest,Auto Loan,758,1
L100227,2024-08-31,909.11,914.48,914.48,0,South,Auto Loan,652,1
L100228,2024-08-31,1031.11,521.03,521.03,0,West,Personal Loan,676,0
L100229,2024-08-31,1514.49,765.23,765.23,0,West,Personal Loan,681,0
L100232,2024-08-31,9584.59,452.8,452.8,0,West,Personal Loan,680,0
L100233,2024-08-31,10053.28,537.67,537.67,0,South,Personal Loan,755,0
L100234,2024-08-31,2806.26,570.19,570.19,0,South,Auto Loan,698,1
L100235,2024-08-31,4369.44,190.45,190.45,0,Northeast,Personal Loan,704,0
L100236,2024-08-31,20214.21,605.74,302.87,54,Midwest,Auto Loan,738,1
L100238,2024-08-31,6519.0,455.1,455.1,0,West,Home Improvement,709,0
L100239,2024-08-31,5123.95,224.36,1142.97,0,Northeast,Auto Loan,729,1
L100240,2024-08-31,3032.04,172.6,86.3,58,Midwest,Home Improvement,755,0
L100241,2024-08-31,7702.61,394.3,386.41,0,Northeast,Personal Loan,700,0
L100242,2024-08-31,1864.47,629.58,629.58,0,West,Personal Loan,734,0
L100243,2024-08-31,1827.1,136.98,136.98,0,West,Personal Loan,718,0
L100244,2024-08-31,3422.78,353.9,346.82,0,West,Personal Loan,750,0
L100245,2024-08-31,342.43,362.6,380.73,0,Northeast,Home Improvement,745,0
L100246,2024-08-31,1838.65,190.55,190.55,0,South,Personal Loan,717,0
L100248,2024-08-31,5335.12,347.79,347.79,0,South,Auto Loan,729,1
L100250,2024-08-31,6369.92,598.96,598.96,0,Midwest,Home Improvement,722,0
L100251,2024-08-31,1952.93,169.7,169.7,0,Midwest,Personal Loan,758,0
L100252,2024-08-31,8637.17,407.29,407.29,0,South,Personal Loan,692,0
L100255,2024-08-31,2918.44,303.32,303.32,0,Midwest,Personal Loan,677,0
L100256,2024-08-31,1161.35,236.82,236.82,0,South,Personal Loan,779,0
L100257,2024-08-31,766.23,194.76,194.76,0,Midwest,Personal Loan,708,0
L100258,2024-08-31,4736.17,293.19,293.19,0,West,Auto Loan,665,1
L100259,2024-08-31,928.72,467.91,467.91,0,Midwest,Auto Loan,713,1
L100260,2024-08-31,5124.66,240.65,240.65,0,Midwest,Personal Loan,719,0
L100261,2024-08-31,8058.85,282.42,282.42,0,West,Personal Loan,675,0
L100262,2024-08-31,2830.58,326.49,326.49,0,West,Personal Loan,642,0
L100263,2024-08-31,13608.31,458.77,449.59,0,South,Home Improvement,662,0
L100264,2024-08-31,14624.72,1017.96,1017.96,0,Northeast,Auto Loan,687,1
L100268,2024-08-31,224.22,225.33,225.33,0,West,Auto Loan,771,1
L100269,2024-08-31,4766.18,223.52,201.17,0,West,Personal Loan,697,0
L100270,2024-08-31,11592.3,270.08,270.08,0,West,Personal Loan,694,0
L100271,2024-08-31,4184.35,429.09,386.18,0,South,Personal Loan,762,0
L100272,2024-08-31,513.98,506.38,496.25,0,West,Auto Loan,737,1
L100276,2024-08-31,5776.68,266.5,266.5,0,South,Auto Loan,729,1
L100278,2024-08-31,18244.85,539.75,485.78,0,Midwest,Auto Loan,752,1
L100279,2024-08-31,232.56,233.92,233.92,0,West,Home Improvement,710,0
L100280,2024-08-31,905.88,457.25,457.25,0,West,Auto Loan,620,1
L100281,2024-08-31,4209.71,715.6,715.6,0,West,Home Improvement,723,0
L100282,2024-08-31,2634.92,888.2,888.2,0,West,Auto Loan,673,1
L100283,2024-08-31,716.67,344.75,310.28,0,Northeast,Personal Loan,673,0
L100284,2024-08-31,9554.21,407.5,407.5,0,Midwest,Auto Loan,798,1
L100285,2024-08-31,733.06,149.48,149.48,0,West,Personal Loan,779,0
L100286,2024-08-31,6223.0,412.77,412.77,0,Midwest,Personal Loan,676,0
L100288,2024-08-31,2451.47,281.87,295.96,0,Midwest,Auto Loan,665,1
L100289,2024-08-31,19844.37,561.32,561.32,0,Midwest,Auto Loan,731,1
L100290,2024-08-31,12899.04,359.47,359.47,0,West,Home Improvement,657,0
L100293,2024-08-31,4582.13,525.81,525.81,30,South,Personal Loan,720,0
L100295,2024-08-31,1507.54,221.62,221.62,0,West,Personal Loan,667,0
L100297,2024-08-31,3986.94,279.83,279.83,0,South,Personal Loan,747,0
L100298,2024-08-31,10336.65,717.0,717.0,0,West,Auto Loan,722,1
L100299,2024-08-31,1355.28,276.87,276.87,0,Midwest,Personal Loan,673,0
L100300,2024-08-31,7778.92,358.88,358.88,0,West,Auto Loan,737,1
L100301,2024-08-31,3234.37,550.06,550.06,0,West,Auto Loan,660,1
L100304,2024-08-31,4311.64,443.23,0.0,96,Midwest,Auto Loan,716,1
L100305,2024-08-31,1249.88,317.57,317.57,0,West,Personal Loan,764,0
L100306,2024-08-31,1705.58,291.13,291.13,0,West,Personal Loan,693,0
L100307,2024-08-31,6215.4,217.3,217.3,0,Midwest,Personal Loan,686,0
L100309,2024-08-31,5450.03,356.52,356.52,0,Midwest,Auto Loan,689,1
L100310,2024-08-31,1209.85,306.92,306.92,0,Midwest,Home Improvement,704,0
L100311,2024-08-31,6759.85,222.89,222.89,0,West,Personal Loan,707,0
L100312,2024-08-31,5595.22,486.2,486.2,0,Northeast,Personal Loan,792,0
L100314,2024-08-31,10203.67,590.97,531.87,0,West,Auto Loan,717,1
L100315,2024-08-31,15240.8,610.35,610.35,0,Northeast,Home Improvement,804,0
L100316,2024-08-31,6848.99,445.9,436.98,0,Midwest,Auto Loan,724,1
L100317,2024-08-31,4787.06,270.5,284.03,0,Northeast,Personal Loan,689,0
L100319,2024-08-31,5864.63,854.64,854.64,0,Northeast,Auto Loan,740,1
L100320,2024-08-31,6291.24,183.99,0.0,54,South,Personal Loan,702,0
L100321,2024-08-31,6887.86,556.38,556.38,0,Northeast,Personal Loan,678,0
L100323,2024-08-31,4381.22,353.97,371.67,0,South,Personal Loan,771,0
L100324,2024-08-31,7189.52,209.93,209.93,0,West,Personal Loan,708,0
L100325,2024-08-31,7223.86,380.45,380.45,0,West,Auto Loan,743,1
L100326,2024-08-31,12990.7,390.69,410.22,0,South,Personal Loan,687,0
L100328,2024-08-31,2837.37,325.74,325.74,0,Midwest,Personal Loan,713,0
L100329,2024-08-31,4741.11,960.8,941.58,0,West,Auto Loan,662,1
L100330,2024-08-31,2041.13,178.15,178.15,0,West,Personal Loan,668,0
L100331,2024-08-31,25.45,254.46,229.01,0,Northeast,Personal Loan,734,0
L100332,2024-08-31,9876.32,380.97,342.87,0,West,Home Improvement,748,0
L100333,2024-08-31,6591.17,207.49,186.74,0,Northeast,Home Improvement,724,0
L100334,2024-08-31,1100.56,187.92,187.92,0,Northeast,Personal Loan,686,0
L100335,2024-08-31,5463.24,361.47,361.47,0,Midwest,Personal Loan,699,0
L100336,2024-08-31,6632.06,493.36,483.49,0,Midwest,Home Improvement,732,0
L100337,2024-08-31,2343.66,475.79,475.79,0,Northeast,Auto Loan,735,1
L100340,2024-08-31,802.37,806.81,806.81,0,Northeast,Auto Loan,680,1
L100341,2024-08-31,2523.16,429.01,429.01,0,West,Auto Loan,665,1
L100342,2024-08-31,0.0,582.67,582.66,0,Midwest,Personal Loan,659,0
L100345,2024-08-31,0.0,2084.05,2084.05,44,West,Auto Loan,623,1
L100346,2024-08-31,8777.49,227.32,227.32,0,Midwest,Personal Loan,694,0
L100347,2024-08-31,1562.12,527.5,527.5,0,Northeast,Personal Loan,730,0
L100348,2024-08-31,16606.89,873.71,856.24,0,South,Auto Loan,727,1
L100349,2024-08-31,841.99,213.14,213.14,0,Northeast,Auto Loan,787,1
L100351,2024-08-31,11404.91,505.02,494.92,0,West,Auto Loan,785,1
L100352,2024-08-31,4805.64,371.75,185.88,48,South,Personal Loan,754,0
L100353,2024-08-31,3541.98,602.7,602.7,0,West,Auto Loan,648,1
L100355,2024-08-31,10509.45,375.41,375.41,0,West,Personal Loan,732,0
L100357,2024-08-31,10691.6,417.54,375.79,0,Northeast,Personal Loan,716,0
L100358,2024-08-31,2934.63,430.93,430.93,0,West,Personal Loan,688,0
L100359,2024-08-31,4090.55,386.53,386.53,0,Northeast,Personal Loan,745,0
L100360,2024-08-31,3402.72,226.06,226.06,0,Midwest,Personal Loan,662,0
L100361,2024-08-31,10281.41,281.95,281.95,0,South,Personal Loan,701,0
L100362,2024-08-31,1867.61,275.28,289.04,0,Midwest,Home Improvement,694,0
L100363,2024-08-31,241.49,242.83,242.83,0,Midwest,Auto Loan,679,1
L100364,2024-08-31,7961.86,262.86,262.86,0,Midwest,Personal Loan,701,0
L100365,2024-08-31,10849.92,472.89,463.43,0,Northeast,Personal Loan,699,0
L100367,2024-08-31,6820.37,699.5,685.51,0,West,Auto Loan,734,1
L100368,2024-08-31,6219.95,281.74,281.74,0,South,Personal Loan,698,0
L100369,2024-08-31,4543.21,394.85,394.85,0,Midwest,Personal Loan,718,0
L100370,2024-08-31,1897.44,162.6,146.34,0,Midwest,Home Improvement,755,0
L100374,2024-08-31,8841.42,367.96,367.96,0,Northeast,Home Improvement,700,0
L100375,2024-08-31,2666.01,392.88,392.88,0,West,Personal Loan,620,0
L100376,2024-08-31,2957.5,220.25,215.84,0,South,Home Improvement,709,0
L100377,2024-08-31,3597.19,602.97,542.67,0,Northeast,Personal Loan,768,0
L100378,2024-08-31,13801.74,514.28,539.99,0,West,Auto Loan,711,1
L100379,2024-08-31,7322.8,509.97,509.97,0,South,Auto Loan,682,1
L100380,2024-08-31,12953.06,333.69,300.32,0,Northeast,Personal Loan,703,0
L100381,2024-08-31,4160.27,342.45,1036.03,0,South,Personal Loan,670,0
L100382,2024-08-31,2992.75,260.06,260.06,0,West,Personal Loan,727,0
L100383,2024-08-31,6616.27,348.84,348.84,0,Northeast,Auto Loan,712,1
L100384,2024-08-31,5797.48,434.63,434.63,0,West,Personal Loan,719,0
L100385,2024-08-31,2119.12,359.7,359.7,0,West,Auto Loan,701,1
L100386,2024-08-31,6691.51,806.53,403.26,32,South,Home Improvement,713,0
L100387,2024-08-31,3217.45,414.03,414.03,0,Midwest,Personal Loan,721,0
L100388,2024-08-31,9018.34,399.7,399.7,0,West,Auto Loan,733,1
L100389,2024-08-31,11049.9,340.11,1314.16,0,West,Auto Loan,736,1
L100390,2024-08-31,8800.69,467.0,467.0,0,South,Auto Loan,665,1
L100391,2024-08-31,5796.5,434.56,434.56,0,Northeast,Personal Loan,719,0
L100392,2024-08-31,2822.23,292.41,292.41,0,Midwest,Personal Loan,763,0
L100393,2024-08-31,4919.42,511.61,511.61,0,Northeast,Personal Loan,668,0
L100394,2024-08-31,13108.13,582.98,571.32,0,West,Auto Loan,693,1
L100395,2024-08-31,8685.53,407.79,407.79,0,South,Personal Loan,736,0
L100396,2024-08-31,2180.96,281.34,281.34,0,West,Personal Loan,679,0
L100398,2024-08-31,1046.54,1051.77,1051.77,0,Midwest,Auto Loan,765,1
L100400,2024-08-31,1501.55,254.66,254.66,0,West,Auto Loan,794,1
L100401,2024-08-31,6769.08,539.1,539.1,0,South,Auto Loan,745,1
L100402,2024-08-31,9123.13,396.16,356.54,0,South,Personal Loan,700,0
L100406,2024-08-31,3538.87,515.72,515.72,0,Northeast,Auto Loan,740,1
L100408,2024-08-31,1996.49,513.91,539.61,0,Midwest,Personal Loan,713,0
L100409,2024-08-31,1136.56,573.58,573.58,0,Northeast,Auto Loan,629,1
L100410,2024-08-31,3067.3,213.78,192.4,0,Midwest,Personal Loan,739,0
L100411,2024-08-31,0.01,170.54,170.54,30,Northeast,Personal Loan,686,0
L100412,2024-08-31,12553.63,870.78,870.78,0,West,Auto Loan,759,1
L100415,2024-08-31,0.01,596.27,596.27,0,South,Auto Loan,786,1
L100417,2024-08-31,7837.38,238.74,214.87,0,Midwest,Personal Loan,712,0
L100418,2024-08-31,10199.32,547.07,547.07,0,West,Personal Loan,699,0
L100419,2024-08-31,3087.88,630.26,630.26,0,West,Personal Loan,696,0
L100421,2024-08-31,5182.59,196.97,196.97,0,Midwest,Personal Loan,712,0
L100422,2024-08-31,7770.48,429.73,429.73,0,Northeast,Auto Loan,753,1
L100423,2024-08-31,1580.82,796.48,796.48,0,Midwest,Auto Loan,711,1
L100424,2024-08-31,2351.22,400.83,400.83,0,Midwest,Personal Loan,741,0
L100425,2024-08-31,5270.49,177.37,159.63,0,South,Personal Loan,727,0
L100426,2024-08-31,6647.85,259.34,254.15,0,South,Home Improvement,676,0
L100427,2024-08-31,2014.98,141.69,138.86,0,Northeast,Personal Loan,688,0
L100433,2024-08-31,8563.11,529.79,529.79,0,Midwest,Home Improvement,782,0
L100434,2024-08-31,12257.02,363.68,363.68,0,Northeast,Auto Loan,728,1
L100435,2024-08-31,3079.64,318.17,318.17,0,Northeast,Auto Loan,647,1
L100436,2024-08-31,311.93,314.24,314.24,0,West,Personal Loan,652,0
L100437,2024-08-31,658.99,331.97,331.97,0,Northeast,Auto Loan,737,1
L100438,2024-08-31,11025.45,530.48,530.48,0,South,Auto Loan,786,1
