loan_id,product_type,region,fico_score,orig_amount,interest_rate,term_months,secured_flag
L101183,Personal Loan,South,697,12880.63,0.0817,36,0
L101184,Personal Loan,Northeast,685,16772.63,0.0836,36,0
L101185,Personal Loan,West,669,11943.54,0.0862,48,0
L101186,Personal Loan,West,646,10677.67,0.0898,36,0
L101187,Personal Loan,West,737,12611.98,0.078,36,0
L101188,Personal Loan,West,686,10363.07,0.0834,24,0
L101189,Home Improvement,South,658,16627.12,0.0779,48,0
L101190,Auto Loan,Northeast,736,22859.36,0.06,24,1
L101191,Personal Loan,Midwest,650,15123.62,0.0892,36,0
L101192,Personal Loan,Northeast,714,8114.59,0.079,60,0
L101193,Home Improvement,South,640,11670.63,0.0808,24,0
L101194,Home Improvement,Midwest,736,8276.08,0.068,36,0
L101195,Personal Loan,Midwest,698,6228.45,0.0815,36,0
L101196,Personal Loan,South,669,16553.68,0.0862,48,0
L101197,Personal Loan,Midwest,778,16220.64,0.078,60,0
L101198,Personal Loan,Northeast,773,5815.61,0.078,24,0
L101199,Personal Loan,Northeast,720,15512.61,0.078,36,0
L101200,Home Improvement,West,664,18970.94,0.077,36,0
L101201,Personal Loan,Northeast,725,7067.84,0.078,36,0
L101202,Personal Loan,South,677,5029.42,0.0849,48,0
L101203,Home Improvement,Midwest,712,16905.78,0.0693,60,0
L101204,Auto Loan,South,675,12728.26,0.0672,60,1
L101205,Personal Loan,West,661,10828.68,0.0874,48,0
L101206,Personal Loan,South,711,13027.57,0.0794,36,0
L101207,Personal Loan,South,764,12304.39,0.078,60,0
L101208,Auto Loan,South,660,13782.45,0.0696,36,1
L101209,Personal Loan,Northeast,654,6374.35,0.0886,36,0
L101210,Home Improvement,Midwest,731,14685.35,0.068,48,0
L101211,Personal Loan,Midwest,694,11317.1,0.0822,36,0
L101212,Home Improvement,South,751,15769.87,0.068,24,0
L101213,Auto Loan,Northeast,748,22163.88,0.06,60,1
L101214,Home Improvement,Midwest,630,14424.59,0.0824,24,0
L101215,Auto Loan,Midwest,677,21705.72,0.0669,48,1
L101216,Home Improvement,West,706,16051.1,0.0702,48,0
L101217,Personal Loan,West,683,15360.71,0.0839,60,0
L101218,Home Improvement,Midwest,694,17757.59,0.0722,48,0
L101219,Home Improvement,West,684,21497.85,0.0738,36,0
L101220,Auto Loan,Midwest,720,13653.77,0.06,24,1
L101221,Auto Loan,West,711,23536.7,0.0614,48,1
L101222,Personal Loan,Midwest,787,6254.93,0.078,24,0
L101223,Home Improvement,Midwest,752,17824.61,0.068,36,0
L101224,Personal Loan,South,729,12735.78,0.078,24,0
L101225,Personal Loan,West,745,16738.67,0.078,36,0
L101226,Personal Loan,South,708,17759.27,0.0799,60,0
L101227,Auto Loan,West,743,11917.37,0.06,48,1
L101228,Personal Loan,South,688,11700.9,0.0831,48,0
L101229,Personal Loan,South,697,9101.37,0.0817,48,0
L101230,Home Improvement,Midwest,700,8718.64,0.0712,48,0
L101231,Personal Loan,South,726,16415.44,0.078,48,0
L101232,Personal Loan,South,773,17299.42,0.078,24,0
L101233,Auto Loan,Midwest,674,23582.52,0.0674,36,1
L101234,Home Improvement,South,711,18776.9,0.0694,60,0
L101235,Auto Loan,Northeast,710,25699.67,0.0616,48,1
L101236,Auto Loan,Northeast,794,15835.96,0.06,24,1
L101237,Personal Loan,West,678,8532.84,0.0847,36,0
L101238,Auto Loan,South,725,15488.29,0.06,36,1
L101239,Home Improvement,Northeast,713,15473.46,0.0691,36,0
L101240,Auto Loan,South,665,25297.45,0.0688,60,1
L101241,Personal Loan,South,765,6394.32,0.078,48,0
L101242,Auto Loan,West,713,15843.77,0.0611,48,1
L101243,Home Improvement,West,730,21090.4,0.068,48,0
L101244,Home Improvement,Midwest,670,17001.5,0.076,48,0
L101245,Personal Loan,West,664,15166.28,0.087,24,0
L101246,Personal Loan,South,652,12053.42,0.0889,36,0
L101247,Personal Loan,Midwest,711,5850.24,0.0794,36,0
L101248,Home Improvement,West,730,12524.54,0.068,36,0
L101249,Home Improvement,South,746,20795.0,0.068,36,0
L101250,Auto Loan,Northeast,736,17867.36,0.06,24,1
L101251,Personal Loan,South,630,11229.79,0.0924,36,0
L101252,Home Improvement,Northeast,662,17824.69,0.0773,36,0
L101253,Personal Loan,West,663,8645.88,0.0871,60,0
L101254,Auto Loan,South,688,21404.43,0.0651,36,1
L101255,Personal Loan,Northeast,717,5228.82,0.0785,24,0
L101256,Home Improvement,South,717,8428.31,0.0685,48,0
L101257,Auto Loan,Midwest,701,15970.31,0.063,48,1
L101258,Personal Loan,South,691,7420.44,0.0826,36,0
L101259,Personal Loan,South,760,11206.68,0.078,36,0
L101260,Personal Loan,Midwest,664,6697.44,0.087,48,0
L101261,Personal Loan,South,719,6238.02,0.0782,48,0
L101262,Auto Loan,Midwest,745,22720.36,0.06,24,1
L101263,Personal Loan,Northeast,697,10223.33,0.0817,48,0
L101264,Personal Loan,Northeast,752,9271.46,0.078,24,0
L101265,Personal Loan,South,715,9995.69,0.0788,60,0
L101266,Personal Loan,West,707,8000.92,0.0801,24,0
L101267,Home Improvement,Midwest,681,21969.91,0.0742,60,0
L101268,Auto Loan,Northeast,761,23279.15,0.06,36,1
L101269,Auto Loan,Midwest,697,23998.3,0.0637,36,1
L101270,Personal Loan,South,767,10090.48,0.078,24,0
L101271,Auto Loan,West,803,15014.5,0.06,24,1
L101272,Personal Loan,Midwest,740,6311.65,0.078,60,0
L101273,Home Improvement,Midwest,689,12590.06,0.073,24,0
L101274,Home Improvement,West,768,20560.26,0.068,60,0
L101275,Personal Loan,Northeast,696,12655.31,0.0818,60,0
L101276,Home Improvement,West,795,9865.4,0.068,36,0
L101277,Personal Loan,Midwest,697,10066.98,0.0817,36,0
L101278,Home Improvement,South,719,12632.08,0.0682,36,0
L101279,Auto Loan,South,680,16563.47,0.0664,36,1
L101280,Personal Loan,Midwest,682,9283.27,0.0841,48,0
L101281,Personal Loan,South,727,14532.81,0.078,48,0
L101282,Personal Loan,West,669,7650.63,0.0862,48,0
L101283,Personal Loan,West,694,6293.64,0.0822,24,0
L101284,Personal Loan,Northeast,651,9218.4,0.089,36,0
L101285,Auto Loan,Northeast,721,23710.86,0.06,48,1
L101286,Auto Loan,South,659,13205.3,0.0698,24,1
L101287,Personal Loan,South,668,12130.75,0.0863,48,0
L101288,Home Improvement,Northeast,670,9641.16,0.076,48,0
L101289,Personal Loan,South,687,6690.37,0.0833,48,0
L101290,Auto Loan,South,744,10271.08,0.06,60,1
L101291,Auto Loan,West,795,25024.45,0.06,24,1
L101292,Home Improvement,West,628,9520.14,0.0827,24,0
L101293,Personal Loan,West,702,14363.21,0.0809,60,0
L101294,Home Improvement,West,781,11318.11,0.068,60,0
L101295,Personal Loan,Midwest,732,9974.02,0.078,48,0
L101296,Personal Loan,Midwest,688,6534.17,0.0831,48,0
L101297,Personal Loan,South,712,15143.68,0.0793,36,0
L101298,Auto Loan,South,679,13128.5,0.0666,24,1
L101299,Personal Loan,West,685,9226.56,0.0836,48,0
L101300,Auto Loan,Midwest,795,17541.31,0.06,60,1
L101301,Auto Loan,West,785,20996.63,0.06,60,1
L101302,Auto Loan,West,764,20216.02,0.06,24,1
L101303,Auto Loan,South,682,12807.16,0.0661,48,1
L101304,Personal Loan,West,655,15652.31,0.0884,36,0
L101305,Auto Loan,South,723,10151.31,0.06,24,1
L101306,Personal Loan,Northeast,722,5228.0,0.078,60,0
L101307,Auto Loan,Northeast,776,27022.36,0.06,36,1
L101308,Personal Loan,Midwest,731,8183.87,0.078,36,0
L101309,Personal Loan,South,620,8371.3,0.094,48,0
L101310,Auto Loan,West,809,20991.39,0.06,36,1
L101311,Personal Loan,West,669,17714.11,0.0862,48,0
L101312,Auto Loan,South,748,17833.61,0.06,24,1
L101313,Personal Loan,Midwest,655,6895.06,0.0884,36,0
L101314,Personal Loan,Midwest,722,15059.68,0.078,48,0
L101315,Personal Loan,West,698,16097.24,0.0815,60,0
L101316,Personal Loan,West,780,10933.43,0.078,60,0
L101317,Home Improvement,South,685,9044.22,0.0736,48,0
L101318,Personal Loan,South,701,8753.77,0.081,36,0
L101319,Home Improvement,West,716,18906.26,0.0686,60,0
L101320,Auto Loan,South,755,25036.39,0.06,36,1
L101321,Personal Loan,Midwest,683,10694.0,0.0839,36,0
L101322,Auto Loan,South,709,15332.51,0.0618,36,1
L101323,Home Improvement,West,641,17089.11,0.0806,48,0
L101324,Personal Loan,South,748,10520.5,0.078,36,0
L101325,Auto Loan,West,767,17171.16,0.06,48,1
L101326,Home Improvement,West,772,19949.66,0.068,48,0
L101327,Auto Loan,West,679,10884.67,0.0666,36,1
L101328,Personal Loan,South,663,13753.23,0.0871,36,0
L101329,Auto Loan,Northeast,704,21904.34,0.0626,36,1
L101330,Auto Loan,Northeast,688,21489.47,0.0651,48,1
L101331,Auto Loan,West,745,19934.5,0.06,48,1
L101332,Personal Loan,West,754,13843.26,0.078,36,0
L101333,Personal Loan,Northeast,685,11020.24,0.0836,48,0
L101334,Auto Loan,West,766,20179.34,0.06,24,1
L101335,Auto Loan,South,813,13864.14,0.06,36,1
L101336,Home Improvement,West,727,19489.41,0.068,36,0
L101337,Home Improvement,West,727,11369.19,0.068,36,0
L101338,Personal Loan,West,710,10271.27,0.0796,36,0
L101339,Auto Loan,West,762,20760.14,0.06,36,1
L101340,Personal Loan,Northeast,620,15403.16,0.094,36,0
L101341,Personal Loan,Northeast,686,10187.13,0.0834,24,0
L101342,Personal Loan,Midwest,718,16055.67,0.0783,36,0
L101343,Auto Loan,West,758,26437.38,0.06,36,1
L101344,Personal Loan,West,718,13611.86,0.0783,60,0
L101345,Auto Loan,South,731,15812.23,0.06,36,1
L101346,Auto Loan,Northeast,760,15962.37,0.06,24,1
L101347,Home Improvement,West,734,13931.69,0.068,36,0
L101348,Home Improvement,West,705,11441.64,0.0704,36,0
L101349,Personal Loan,South,622,8435.33,0.0937,48,0
L101350,Personal Loan,South,776,5183.57,0.078,60,0
L101351,Auto Loan,West,682,11184.54,0.0661,48,1
L101352,Auto Loan,Midwest,712,15813.46,0.0613,60,1
L101353,Auto Loan,Northeast,683,22639.09,0.0659,60,1
L101354,Home Improvement,West,767,13078.14,0.068,36,0
L101355,Personal Loan,West,688,8670.93,0.0831,24,0
L101356,Home Improvement,West,694,8295.69,0.0722,48,0
L101357,Home Improvement,West,719,8193.85,0.0682,36,0
L101358,Personal Loan,West,812,10798.97,0.078,24,0
L101359,Auto Loan,Midwest,672,18168.37,0.0677,60,1
L101360,Home Improvement,Midwest,620,17562.2,0.084,36,0
L101361,Personal Loan,Midwest,756,11391.76,0.078,36,0
L101362,Personal Loan,Midwest,723,5389.31,0.078,60,0
L101363,Personal Loan,Northeast,680,11841.05,0.0844,36,0
L101364,Auto Loan,Midwest,779,17856.98,0.06,36,1
L101365,Auto Loan,Northeast,620,10645.69,0.076,48,1
L101366,Personal Loan,Northeast,631,5334.89,0.0922,60,0
L101367,Personal Loan,South,738,10224.18,0.078,36,0
L101368,Auto Loan,Midwest,658,26514.96,0.0699,36,1
L101369,Auto Loan,West,708,11104.13,0.0619,24,1
L101370,Personal Loan,West,736,15768.21,0.078,36,0
L101371,Personal Loan,West,635,14537.2,0.0916,60,0
L101372,Auto Loan,West,785,14025.05,0.06,60,1
L101373,Personal Loan,South,620,12227.99,0.094,24,0
L101374,Auto Loan,Northeast,653,20308.91,0.0707,48,1
L101375,Auto Loan,Northeast,726,23196.0,0.06,36,1
L101376,Auto Loan,Midwest,633,9859.91,0.0739,48,1
L101377,Personal Loan,South,676,10540.85,0.085,60,0
L101378,Home Improvement,West,658,7537.45,0.0779,36,0
L101379,Personal Loan,Northeast,675,5570.15,0.0852,48,0
L101380,Personal Loan,South,658,15689.19,0.0879,36,0
L101381,Personal Loan,West,620,17460.36,0.094,48,0
L101382,Auto Loan,Midwest,786,20902.86,0.06,36,1
L101383,Auto Loan,South,687,19439.8,0.0653,24,1
L101384,Auto Loan,West,755,21065.24,0.06,60,1
L101385,Auto Loan,West,703,14412.44,0.0627,36,1
L101386,Auto Loan,South,724,13547.24,0.06,48,1
L101387,Personal Loan,West,717,16268.23,0.0785,24,0
L101388,Auto Loan,Northeast,714,19461.64,0.061,60,1
L101389,Personal Loan,West,747,12917.51,0.078,36,0
L101390,Personal Loan,Midwest,650,5225.16,0.0892,36,0
L101391,Auto Loan,Northeast,703,16654.94,0.0627,48,1
L101392,Personal Loan,West,701,9717.36,0.081,60,0
L101393,Auto Loan,West,671,10125.34,0.0678,48,1
L101394,Home Improvement,South,729,7110.52,0.068,48,0
L101395,Personal Loan,South,680,9114.48,0.0844,36,0
L101396,Home Improvement,Midwest,776,10247.43,0.068,24,0
L101397,Personal Loan,Midwest,708,17917.77,0.0799,60,0
L101398,Personal Loan,West,704,6109.14,0.0806,36,0
L101399,Auto Loan,Northeast,760,13656.49,0.06,60,1
L101400,Auto Loan,Midwest,672,16026.87,0.0677,36,1
L101401,Home Improvement,Midwest,690,7965.81,0.0728,36,0
L101402,Home Improvement,Northeast,729,7686.35,0.068,60,0
L101403,Home Improvement,West,779,14749.94,0.068,36,0
L101404,Personal Loan,Midwest,691,7941.69,0.0826,36,0
L101405,Personal Loan,West,757,13571.42,0.078,24,0
L101406,Personal Loan,Northeast,677,15694.3,0.0849,36,0
L101407,Personal Loan,Midwest,659,12811.25,0.0878,36,0
L101408,Personal Loan,West,708,10904.59,0.0799,36,0
L101409,Personal Loan,Northeast,690,16428.38,0.0828,48,0
L101410,Auto Loan,South,660,11192.45,0.0696,48,1
L101411,Personal Loan,Midwest,757,15271.97,0.078,48,0
L101412,Personal Loan,West,722,13071.84,0.078,24,0
L101413,Personal Loan,South,700,16266.66,0.0812,36,0
L101414,Home Improvement,Northeast,760,18285.72,0.068,24,0
L101415,Personal Loan,Midwest,620,7146.69,0.094,48,0
L101416,Personal Loan,Northeast,738,10215.89,0.078,36,0
L101417,Personal Loan,Midwest,728,9353.16,0.078,48,0
L101418,Auto Loan,Northeast,707,19586.68,0.0621,36,1
L101419,Home Improvement,Northeast,688,8222.01,0.0731,24,0
L101420,Auto Loan,West,703,26221.81,0.0627,24,1
L101421,Personal Loan,South,748,14968.91,0.078,48,0
L101422,Auto Loan,West,674,17661.93,0.0674,24,1
L101423,Personal Loan,South,665,15438.93,0.0868,60,0
L101424,Personal Loan,South,724,5705.52,0.078,24,0
L101425,Home Improvement,Midwest,637,9549.05,0.0813,36,0
L101426,Auto Loan,Midwest,730,12500.95,0.06,48,1
L101427,Personal Loan,Midwest,749,12616.5,0.078,24,0
L101428,Home Improvement,Northeast,726,15353.13,0.068,36,0
L101429,Auto Loan,West,732,26511.52,0.06,48,1
L101430,Personal Loan,Northeast,674,11482.59,0.0854,48,0
L101431,Personal Loan,Northeast,665,5819.78,0.0868,60,0
L101432,Personal Loan,Midwest,726,15120.6,0.078,36,0
L101433,Home Improvement,South,736,14814.31,0.068,36,0
L101434,Personal Loan,Midwest,686,14482.25,0.0834,48,0
L101435,Personal Loan,Midwest,718,5252.46,0.0783,24,0
L101436,Auto Loan,Midwest,657,25056.54,0.0701,60,1
L101437,Auto Loan,South,751,11165.51,0.06,24,1
L101438,Auto Loan,West,714,22432.19,0.061,60,1
L101439,Personal Loan,South,756,16812.36,0.078,48,0
L101440,Personal Loan,West,753,13830.2,0.078,36,0
L101441,Personal Loan,South,682,16368.9,0.0841,36,0
L101442,Personal Loan,Midwest,692,16058.21,0.0825,24,0
L101443,Auto Loan,Midwest,760,11419.88,0.06,36,1
L101444,Personal Loan,Northeast,660,7989.97,0.0876,24,0
L101445,Auto Loan,South,722,24066.55,0.06,36,1
L101446,Auto Loan,Midwest,664,15713.81,0.069,36,1
L101447,Personal Loan,South,755,10075.02,0.078,36,0
L101448,Home Improvement,West,708,17601.88,0.0699,24,0
L101449,Auto Loan,South,706,19265.98,0.0622,48,1
L101450,Personal Loan,West,670,7489.43,0.086,60,0
L101451,Auto Loan,South,721,12718.66,0.06,48,1
L101452,Personal Loan,West,665,8160.35,0.0868,48,0
L101453,Auto Loan,West,714,19601.11,0.061,60,1
L101454,Home Improvement,Midwest,772,8555.83,0.068,24,0
L101455,Home Improvement,South,628,20746.99,0.0827,24,0
L101456,Personal Loan,West,678,15643.3,0.0847,36,0
L101457,Home Improvement,West,702,14647.14,0.0709,36,0
L101458,Auto Loan,West,697,26851.35,0.0637,48,1
L101459,Personal Loan,Midwest,687,8245.88,0.0833,48,0
L101460,Personal Loan,West,740,13905.56,0.078,48,0
L101461,Auto Loan,Northeast,692,11108.31,0.0645,48,1
L101462,Auto Loan,South,648,26365.88,0.0715,48,1
L101463,Personal Loan,South,709,9817.34,0.0798,36,0
L101464,Auto Loan,West,768,21239.6,0.06,48,1
L101465,Personal Loan,West,736,13153.99,0.078,48,0
L101466,Home Improvement,Midwest,620,21938.99,0.084,48,0
L101467,Personal Loan,South,680,7504.03,0.0844,60,0
L101468,Personal Loan,West,682,13754.85,0.0841,48,0
L101469,Auto Loan,Midwest,682,16384.81,0.0661,48,1
L101470,Personal Loan,Northeast,640,16023.34,0.0908,48,0
L101471,Personal Loan,South,692,13736.53,0.0825,60,0
L101472,Auto Loan,Midwest,660,19144.84,0.0696,36,1
L101473,Auto Loan,Midwest,673,12499.23,0.0675,60,1
L101474,Personal Loan,West,769,10643.51,0.078,48,0
L101475,Auto Loan,West,793,21570.22,0.06,36,1
L101476,Auto Loan,Midwest,802,23043.0,0.06,36,1
L101477,Auto Loan,South,735,16528.14,0.06,60,1
L101478,Auto Loan,West,724,24742.26,0.06,36,1
L101479,Personal Loan,Midwest,702,13902.03,0.0809,36,0
L101480,Personal Loan,Midwest,676,14408.77,0.085,48,0
L101481,Personal Loan,South,697,12123.22,0.0817,48,0
L101482,Auto Loan,Northeast,792,17687.78,0.06,36,1
L101483,Personal Loan,West,672,14331.54,0.0857,36,0
L101484,Personal Loan,South,712,15739.41,0.0793,36,0
L101485,Home Improvement,Northeast,743,17506.85,0.068,24,0
L101486,Home Improvement,Midwest,742,11445.8,0.068,24,0
L101487,Personal Loan,South,737,11310.73,0.078,24,0
L101488,Auto Loan,West,770,21542.85,0.06,48,1
L101489,Personal Loan,Northeast,736,6037.29,0.078,36,0
L101490,Home Improvement,South,753,14541.89,0.068,36,0
L101491,Personal Loan,West,705,13592.37,0.0804,36,0
L101492,Auto Loan,Northeast,693,17908.27,0.0643,48,1
L101493,Personal Loan,Midwest,633,11432.17,0.0919,48,0
L101494,Home Improvement,Northeast,687,15196.54,0.0733,24,0
L101495,Personal Loan,South,748,14740.34,0.078,36,0
L101496,Auto Loan,West,751,13814.82,0.06,36,1
L101497,Auto Loan,Northeast,706,17469.42,0.0622,48,1
L101498,Personal Loan,South,700,15660.63,0.0812,36,0
L101499,Personal Loan,South,643,9320.82,0.0903,36,0
L101500,Home Improvement,West,775,15013.98,0.068,48,0
L101501,Auto Loan,Midwest,733,23930.83,0.06,60,1
L101502,Home Improvement,South,725,12253.54,0.068,36,0
L101503,Auto Loan,South,734,11828.05,0.06,24,1
L101504,Personal Loan,Midwest,701,12174.02,0.081,48,0
L101505,Auto Loan,West,739,22406.23,0.06,48,1
L101506,Personal Loan,Northeast,722,15100.97,0.078,48,0
L101507,Auto Loan,West,728,11542.39,0.06,36,1
L101508,Personal Loan,South,684,15392.8,0.0838,36,0
L101509,Personal Loan,West,649,8709.52,0.0894,24,0
L101510,Home Improvement,Midwest,620,9856.11,0.084,48,0
L101511,Home Improvement,Midwest,735,11752.39,0.068,48,0
L101512,Auto Loan,South,730,14100.05,0.06,48,1
L101513,Personal Loan,South,743,17004.43,0.078,24,0
L101514,Personal Loan,West,758,7790.97,0.078,24,0
L101515,Auto Loan,Northeast,676,23166.55,0.067,48,1
L101516,Auto Loan,Midwest,664,26543.28,0.069,24,1
L101517,Home Improvement,West,807,8664.0,0.068,48,0
L101518,Home Improvement,West,765,7138.05,0.068,36,0
L101519,Personal Loan,West,623,5807.55,0.0935,24,0
L101520,Auto Loan,West,711,27206.1,0.0614,60,1
L101521,Auto Loan,West,698,27223.0,0.0635,24,1
L101522,Personal Loan,Midwest,624,12958.41,0.0934,60,0
L101523,Personal Loan,West,705,14780.8,0.0804,48,0
L101524,Personal Loan,West,695,9398.36,0.082,36,0
L101525,Personal Loan,Midwest,654,9897.45,0.0886,36,0
L101526,Personal Loan,Midwest,690,7050.03,0.0828,48,0
L101527,Personal Loan,Northeast,738,14131.26,0.078,24,0
L101528,Personal Loan,South,699,10379.03,0.0814,48,0
L101529,Personal Loan,South,699,7088.78,0.0814,24,0
L101530,Personal Loan,Northeast,743,17174.52,0.078,48,0
L101531,Personal Loan,Midwest,789,11244.05,0.078,60,0
L101532,Personal Loan,South,689,15722.18,0.083,24,0
L101533,Auto Loan,Midwest,738,16634.25,0.06,36,1
L101534,Personal Loan,West,772,7043.01,0.078,48,0
L101535,Home Improvement,Northeast,735,8621.93,0.068,36,0
L101536,Personal Loan,West,695,17623.65,0.082,60,0
L101537,Personal Loan,Midwest,665,5090.46,0.0868,60,0
L101538,Personal Loan,West,721,11140.64,0.078,24,0
L101539,Auto Loan,Midwest,778,11808.82,0.06,48,1
L101540,Auto Loan,South,740,11726.34,0.06,24,1
L101541,Auto Loan,Midwest,700,18962.98,0.0632,60,1
L101542,Auto Loan,Northeast,759,27783.72,0.06,24,1
L101543,Personal Loan,Northeast,716,8164.82,0.0786,48,0
L101544,Auto Loan,Northeast,820,9370.37,0.06,60,1
L101545,Auto Loan,West,730,14603.29,0.06,36,1
L101546,Home Improvement,Midwest,662,16725.11,0.0773,60,0
L101547,Personal Loan,Northeast,660,15435.54,0.0876,48,0
L101548,Home Improvement,Midwest,738,17654.06,0.068,24,0
L101549,Personal Loan,Northeast,758,11451.06,0.078,36,0
L101550,Auto Loan,Northeast,688,24592.84,0.0651,24,1
L101551,Personal Loan,West,701,6464.81,0.081,48,0
L101552,Personal Loan,Northeast,739,14957.2,0.078,48,0
L101553,Personal Loan,West,763,8971.07,0.078,60,0
L101554,Personal Loan,West,728,14385.64,0.078,36,0
L101555,Auto Loan,Midwest,677,18069.68,0.0669,60,1
L101556,Personal Loan,Midwest,716,8168.85,0.0786,36,0
L101557,Personal Loan,Northeast,714,10080.52,0.079,24,0
L101558,Personal Loan,West,764,13480.72,0.078,24,0
L101559,Home Improvement,Midwest,714,9021.7,0.069,36,0
L101560,Personal Loan,South,716,8517.23,0.0786,24,0
L101561,Personal Loan,West,621,13433.63,0.0938,36,0
L101562,Home Improvement,West,690,14211.06,0.0728,48,0
L101563,Personal Loan,Midwest,816,6863.66,0.078,36,0
L101564,Auto Loan,South,698,13035.85,0.0635,48,1
L101565,Personal Loan,West,697,8600.99,0.0817,24,0
L101566,Personal Loan,South,703,9934.66,0.0807,36,0
L101567,Auto Loan,Northeast,785,12107.19,0.06,24,1
L101568,Auto Loan,West,700,16339.03,0.0632,60,1
L101569,Auto Loan,South,698,16143.07,0.0635,60,1
L101570,Auto Loan,South,698,14265.86,0.0635,24,1
L101571,Auto Loan,West,729,24741.87,0.06,60,1
L101572,Home Improvement,Northeast,668,11643.0,0.0763,36,0
L101573,Home Improvement,Northeast,719,15915.67,0.0682,36,0
L101574,Auto Loan,West,679,17284.21,0.0666,48,1
L101575,Personal Loan,South,743,13222.69,0.078,24,0
L101576,Personal Loan,Northeast,724,15127.06,0.078,36,0
L101577,Auto Loan,South,762,21562.01,0.06,36,1
L101578,Auto Loan,Northeast,644,19891.55,0.0722,36,1
L101579,Personal Loan,Midwest,693,15472.71,0.0823,24,0
L101580,Home Improvement,West,742,14475.08,0.068,36,0
L101581,Home Improvement,West,715,13823.03,0.0688,60,0
L101582,Auto Loan,Midwest,710,10471.74,0.0616,60,1
L101583,Personal Loan,Midwest,712,9479.76,0.0793,36,0
L101584,Home Improvement,South,645,13338.48,0.08,24,0
L101585,Auto Loan,West,708,27860.38,0.0619,48,1
L101586,Auto Loan,Midwest,722,27630.37,0.06,24,1
L101587,Personal Loan,Midwest,684,9302.92,0.0838,36,0
L101588,Personal Loan,Midwest,693,12981.83,0.0823,36,0
L101589,Auto Loan,South,690,21164.93,0.0648,60,1
L101590,Auto Loan,South,701,11682.64,0.063,24,1
L101591,Auto Loan,South,775,22754.74,0.06,36,1
L101592,Personal Loan,Midwest,747,12247.1,0.078,36,0
L101593,Auto Loan,South,724,26526.93,0.06,48,1
L101594,Personal Loan,West,727,11293.33,0.078,48,0
L101595,Auto Loan,West,689,22300.31,0.065,36,1
L101596,Home Improvement,South,692,9440.6,0.0725,24,0
L101597,Personal Loan,West,716,14377.07,0.0786,36,0
L101598,Personal Loan,Midwest,681,15181.67,0.0842,24,0
L101599,Home Improvement,Midwest,745,20366.98,0.068,36,0
L101600,Personal Loan,Midwest,701,7564.16,0.081,36,0
L101601,Personal Loan,West,748,9482.16,0.078,36,0
L101602,Personal Loan,Midwest,689,5057.12,0.083,48,0
L101603,Personal Loan,South,625,8424.54,0.0932,24,0
L101604,Personal Loan,Midwest,674,14913.41,0.0854,60,0
L101605,Personal Loan,Midwest,647,16581.0,0.0897,36,0
L101606,Personal Loan,West,715,7880.36,0.0788,36,0
L101607,Auto Loan,South,684,24794.65,0.0658,60,1
L101608,Home Improvement,Northeast,740,12989.26,0.068,60,0
L101609,Personal Loan,Midwest,746,12604.02,0.078,60,0
L101610,Personal Loan,South,707,17971.94,0.0801,48,0
L101611,Personal Loan,West,752,6781.58,0.078,36,0
L101612,Personal Loan,Northeast,701,6676.68,0.081,36,0
L101613,Personal Loan,Northeast,626,8415.3,0.093,48,0
L101614,Personal Loan,Midwest,673,8571.9,0.0855,24,0
L101615,Auto Loan,Midwest,669,27149.35,0.0682,48,1
L101616,Home Improvement,Northeast,736,16229.0,0.068,48,0
L101617,Personal Loan,Northeast,755,11216.55,0.078,24,0
L101618,Home Improvement,South,729,15970.16,0.068,48,0
L101619,Personal Loan,Midwest,657,15376.67,0.0881,48,0
L101620,Auto Loan,Midwest,768,22679.69,0.06,36,1
L101621,Auto Loan,South,663,10894.96,0.0691,48,1
L101622,Personal Loan,West,743,13607.36,0.078,24,0
L101623,Auto Loan,Midwest,699,16867.82,0.0634,36,1
L101624,Auto Loan,South,659,20605.21,0.0698,24,1
L101625,Auto Loan,Northeast,713,20378.02,0.0611,48,1
L101626,Personal Loan,Northeast,700,12020.63,0.0812,36,0
L101627,Personal Loan,South,688,8707.92,0.0831,60,0
L101628,Personal Loan,Midwest,633,17387.53,0.0919,48,0
L101629,Personal Loan,Midwest,739,15888.13,0.078,48,0
L101630,Personal Loan,West,669,16959.02,0.0862,48,0
L101631,Home Improvement,South,709,19295.09,0.0698,48,0
L101632,Personal Loan,West,758,12609.28,0.078,24,0
L101633,Personal Loan,South,659,13972.79,0.0878,48,0
L101634,Personal Loan,South,648,16507.95,0.0895,60,0
L101635,Auto Loan,West,699,22113.21,0.0634,36,1
L101636,Personal Loan,Midwest,662,6621.35,0.0873,36,0
L101637,Auto Loan,Midwest,719,9350.95,0.0602,60,1
L101638,Personal Loan,West,695,9236.44,0.082,36,0
L101639,Auto Loan,West,750,12948.33,0.06,48,1
L101640,Personal Loan,Northeast,760,8271.43,0.078,48,0
L101641,Home Improvement,South,620,11294.79,0.084,24,0
L101642,Auto Loan,West,765,11944.93,0.06,36,1
L101643,Auto Loan,Midwest,691,22957.19,0.0646,24,1
L101644,Personal Loan,West,690,15972.58,0.0828,24,0
L101645,Home Improvement,Midwest,690,13296.89,0.0728,24,0
L101646,Auto Loan,West,620,10342.7,0.076,36,1
L101647,Personal Loan,South,694,13613.44,0.0822,36,0
L101648,Auto Loan,West,661,19551.43,0.0694,36,1
L101649,Personal Loan,South,747,11179.87,0.078,36,0
L101650,Auto Loan,South,730,25676.76,0.06,48,1
