loan_id,product_type,region,fico_score,orig_amount,interest_rate,term_months,secured_flag
L100457,Auto Loan,South,695,28675.0,0.1031,36,1
L100458,Personal Loan,South,755,19675.0,0.0891,48,0
L100459,Auto Loan,Midwest,729,19452.0,0.1344,60,1
L100460,Personal Loan,Midwest,670,12420.0,0.118,24,0
L100461,Auto Loan,South,734,20473.0,0.11,48,1
L100462,Personal Loan,South,665,18049.0,0.0707,48,0
L100463,Auto Loan,South,710,13157.0,0.1355,24,1
L100464,Auto Loan,South,731,18845.0,0.1361,48,1
L100465,Auto Loan,South,732,9456.0,0.1255,60,1
L100466,Personal Loan,West,660,27141.0,0.0961,36,0
L100467,Auto Loan,West,704,16761.0,0.0807,24,1
L100468,Personal Loan,South,656,25867.0,0.0975,48,0
L100469,Personal Loan,South,716,26299.0,0.1399,36,0
L100470,Personal Loan,Midwest,753,8797.0,0.1229,36,0
L100471,Auto Loan,South,732,13357.0,0.0666,24,1
L100472,Auto Loan,South,750,10190.0,0.1156,36,1
L100473,Personal Loan,Midwest,745,23342.0,0.0753,36,0
L100474,Auto Loan,Midwest,720,26559.0,0.1274,48,1
L100475,Auto Loan,Northeast,723,23189.0,0.1114,36,1
L100476,Auto Loan,Northeast,716,8703.0,0.0911,36,1
L100477,Auto Loan,Midwest,696,24745.0,0.0862,36,1
L100478,Home Improvement,West,636,16519.0,0.0635,36,0
L100479,Auto Loan,West,776,28739.0,0.1417,60,1
L100480,Personal Loan,Midwest,720,23562.0,0.1448,36,0
L100481,Home Improvement,South,711,11025.0,0.0762,48,0
L100482,Home Improvement,Midwest,753,8264.0,0.1093,48,0
L100483,Auto Loan,Midwest,711,17474.0,0.0733,48,1
L100484,Personal Loan,South,720,6789.0,0.1348,36,0
L100485,Home Improvement,West,765,7266.0,0.0854,48,0
L100486,Personal Loan,South,656,26055.0,0.1483,24,0
L100487,Home Improvement,South,685,11632.0,0.1172,24,0
L100488,Personal Loan,South,663,13987.0,0.0731,48,0
L100489,Personal Loan,Midwest,675,24000.0,0.1274,60,0
L100490,Personal Loan,South,698,21988.0,0.0935,24,0
L100491,Personal Loan,Midwest,656,10839.0,0.1092,60,0
L100492,Home Improvement,Midwest,629,16079.0,0.0641,60,0
L100493,Personal Loan,South,709,9732.0,0.1406,36,0
L100494,Personal Loan,West,711,20672.0,0.0792,36,0
L100495,Personal Loan,West,728,8151.0,0.1271,36,0
L100496,Auto Loan,South,726,21254.0,0.0918,24,1
L100497,Personal Loan,South,650,9117.0,0.0732,36,0
L100498,Auto Loan,Midwest,736,19630.0,0.0659,48,1
L100499,Auto Loan,Midwest,820,15646.0,0.0859,36,1
L100500,Auto Loan,Northeast,709,27771.0,0.1098,48,1
L100501,Home Improvement,West,673,12607.0,0.0887,60,0
L100502,Personal Loan,West,760,21155.0,0.1056,60,0
L100503,Home Improvement,Northeast,739,29436.0,0.0907,24,0
L100504,Personal Loan,Northeast,688,29139.0,0.1348,24,0
L100505,Auto Loan,Northeast,702,25593.0,0.1162,36,1
L100506,Auto Loan,South,698,22032.0,0.0692,36,1
L100507,Personal Loan,Midwest,761,11611.0,0.0708,24,0
L100508,Auto Loan,South,657,22117.0,0.0825,36,1
L100509,Personal Loan,South,706,9616.0,0.1022,48,0
L100510,Auto Loan,South,717,11905.0,0.1337,36,1
L100511,Home Improvement,South,681,20866.0,0.1009,48,0
L100512,Personal Loan,West,644,26962.0,0.0784,36,0
L100513,Personal Loan,South,738,16120.0,0.0789,60,0
L100514,Auto Loan,Midwest,719,17453.0,0.0758,60,1
L100515,Auto Loan,South,729,18981.0,0.1233,36,1
L100516,Auto Loan,South,660,18863.0,0.1087,60,1
L100517,Home Improvement,West,701,21864.0,0.1421,48,0
L100518,Auto Loan,Northeast,725,15452.0,0.1079,60,1
L100519,Auto Loan,West,674,16267.0,0.1096,60,1
L100520,Home Improvement,Northeast,705,12875.0,0.1033,36,0
L100521,Auto Loan,South,707,18892.0,0.071,36,1
L100522,Personal Loan,South,708,29340.0,0.1267,48,0
L100523,Personal Loan,Midwest,668,22363.0,0.0909,48,0
L100524,Auto Loan,South,682,23985.0,0.1249,36,1
L100525,Auto Loan,Midwest,620,6680.0,0.0796,24,1
L100526,Personal Loan,Midwest,620,19806.0,0.0825,48,0
L100527,Home Improvement,Northeast,733,8956.0,0.0844,48,0
L100528,Auto Loan,Midwest,748,7787.0,0.1384,60,1
L100529,Home Improvement,West,632,15642.0,0.1167,48,0
L100530,Personal Loan,Midwest,783,13966.0,0.102,48,0
L100531,Home Improvement,West,667,15210.0,0.083,60,0
L100532,Personal Loan,West,724,14789.0,0.0743,60,0
L100533,Home Improvement,Midwest,643,28500.0,0.0758,24,0
L100534,Personal Loan,Midwest,790,15884.0,0.0686,48,0
L100535,Auto Loan,Midwest,745,29669.0,0.0903,36,1
L100536,Home Improvement,West,688,9634.0,0.089,48,0
L100537,Personal Loan,Midwest,714,9345.0,0.1178,24,0
L100538,Personal Loan,Northeast,754,9260.0,0.1415,36,0
L100539,Personal Loan,West,694,22270.0,0.0638,48,0
L100540,Home Improvement,West,737,17422.0,0.1022,36,0
L100541,Home Improvement,West,703,20665.0,0.1385,48,0
L100542,Auto Loan,Northeast,673,21623.0,0.0872,24,1
L100543,Home Improvement,West,737,22850.0,0.1447,48,0
L100544,Personal Loan,West,688,14623.0,0.064,24,0
L100545,Personal Loan,Midwest,682,27041.0,0.0631,60,0
L100546,Personal Loan,West,656,19457.0,0.072,60,0
L100547,Home Improvement,South,706,14787.0,0.1093,36,0
L100548,Home Improvement,South,683,9422.0,0.0707,24,0
L100549,Auto Loan,South,786,26854.0,0.0896,36,1
L100550,Auto Loan,Midwest,729,29850.0,0.1479,48,1
L100551,Auto Loan,South,677,19285.0,0.1475,48,1
L100552,Auto Loan,South,710,7525.0,0.1061,36,1
L100553,Auto Loan,Northeast,660,12695.0,0.1023,36,1
L100554,Home Improvement,Midwest,673,16700.0,0.1213,24,0
L100555,Personal Loan,South,706,7543.0,0.0863,36,0
L100556,Personal Loan,Midwest,678,11699.0,0.1399,48,0
L100557,Home Improvement,South,735,7144.0,0.1223,48,0
L100558,Auto Loan,West,752,26062.0,0.1181,48,1
L100559,Personal Loan,Northeast,778,16786.0,0.0626,60,0
L100560,Home Improvement,Northeast,666,15911.0,0.0729,60,0
L100561,Personal Loan,West,702,15738.0,0.103,48,0
L100562,Personal Loan,West,684,22023.0,0.0795,48,0
L100563,Personal Loan,Midwest,701,14048.0,0.1289,24,0
L100564,Auto Loan,Northeast,648,22521.0,0.0771,36,1
L100565,Personal Loan,South,669,11654.0,0.0868,60,0
L100566,Auto Loan,Northeast,697,27543.0,0.0752,36,1
L100567,Personal Loan,Midwest,709,8691.0,0.1408,24,0
L100568,Home Improvement,West,710,21731.0,0.0735,36,0
L100569,Auto Loan,West,745,24389.0,0.1355,60,1
L100570,Personal Loan,Midwest,787,14041.0,0.0811,36,0
L100571,Personal Loan,West,790,18102.0,0.0972,48,0
L100572,Personal Loan,West,762,20669.0,0.1086,36,0
L100573,Personal Loan,South,743,23789.0,0.0795,60,0
L100574,Auto Loan,South,680,23681.0,0.0924,24,1
L100575,Personal Loan,Midwest,760,18102.0,0.1256,24,0
L100576,Auto Loan,Midwest,693,24847.0,0.0756,36,1
L100577,Auto Loan,Northeast,639,26686.0,0.1422,36,1
L100578,Auto Loan,West,712,22641.0,0.1338,60,1
L100579,Personal Loan,South,711,18042.0,0.1243,60,0
L100580,Personal Loan,Midwest,692,26690.0,0.1261,36,0
L100581,Personal Loan,Midwest,708,12117.0,0.125,48,0
L100582,Personal Loan,Northeast,701,19021.0,0.0765,24,0
L100583,Auto Loan,Northeast,695,26040.0,0.1375,24,1
L100584,Personal Loan,Northeast,740,7935.0,0.0864,36,0
L100585,Home Improvement,Midwest,681,13047.0,0.0715,24,0
L100586,Personal Loan,South,620,17593.0,0.0991,36,0
L100587,Auto Loan,South,669,12829.0,0.1047,24,1
L100588,Personal Loan,West,750,7660.0,0.1417,24,0
L100589,Auto Loan,West,723,27565.0,0.0604,24,1
L100590,Home Improvement,Midwest,723,15332.0,0.0691,60,0
L100591,Auto Loan,Northeast,686,20991.0,0.0661,60,1
L100592,Auto Loan,West,759,6512.0,0.069,24,1
L100593,Personal Loan,Northeast,710,10244.0,0.1186,48,0
L100594,Personal Loan,South,675,15793.0,0.0798,24,0
L100595,Auto Loan,Midwest,741,13089.0,0.1442,36,1
L100596,Personal Loan,Northeast,768,27014.0,0.1059,36,0
L100597,Personal Loan,West,690,6405.0,0.1498,48,0
L100598,Auto Loan,South,760,10823.0,0.1109,48,1
L100599,Auto Loan,West,738,17416.0,0.1064,60,1
L100600,Personal Loan,West,773,26962.0,0.1283,24,0
L100601,Personal Loan,South,767,24429.0,0.1135,36,0
L100602,Home Improvement,Midwest,679,6396.0,0.1479,48,0
L100603,Auto Loan,West,676,6835.0,0.084,36,1
L100604,Home Improvement,Midwest,728,17212.0,0.1299,36,0
L100605,Personal Loan,Northeast,781,7244.0,0.1469,48,0
L100606,Auto Loan,Northeast,688,13178.0,0.0723,36,1
L100607,Personal Loan,West,764,15388.0,0.0675,36,0
L100608,Personal Loan,South,754,15986.0,0.1498,60,0
L100609,Auto Loan,South,632,26736.0,0.1125,48,1
L100610,Personal Loan,Northeast,720,9788.0,0.1145,60,0
L100611,Personal Loan,South,776,16471.0,0.1295,24,0
L100612,Home Improvement,Northeast,795,29915.0,0.0832,24,0
L100613,Personal Loan,Northeast,728,10211.0,0.0941,48,0
L100614,Home Improvement,South,706,12259.0,0.1115,48,0
L100615,Personal Loan,West,739,23005.0,0.098,24,0
L100616,Auto Loan,Northeast,698,6398.0,0.0725,36,1
L100617,Personal Loan,Midwest,676,26799.0,0.1261,36,0
L100618,Auto Loan,Midwest,742,24824.0,0.1193,24,1
L100619,Auto Loan,Midwest,732,16746.0,0.1143,36,1
L100620,Personal Loan,West,639,23836.0,0.1032,36,0
L100621,Home Improvement,West,644,14168.0,0.1122,36,0
L100622,Personal Loan,South,635,19492.0,0.1176,24,0
L100623,Auto Loan,Midwest,713,28211.0,0.0922,24,1
L100624,Personal Loan,South,651,14322.0,0.0738,48,0
L100625,Home Improvement,Midwest,690,14618.0,0.0905,36,0
L100626,Personal Loan,South,763,8398.0,0.0757,36,0
L100627,Auto Loan,Northeast,749,16773.0,0.1379,24,1
L100628,Personal Loan,Midwest,673,18964.0,0.1438,36,0
L100629,Home Improvement,Midwest,693,27708.0,0.0976,36,0
L100630,Personal Loan,South,647,26272.0,0.1128,24,0
L100631,Home Improvement,South,728,21141.0,0.1342,48,0
L100632,Personal Loan,South,677,18912.0,0.1426,48,0
L100633,Personal Loan,West,711,29542.0,0.0699,48,0
L100634,Personal Loan,West,699,29062.0,0.0638,60,0
L100635,Auto Loan,Northeast,677,11141.0,0.1434,36,1
L100636,Personal Loan,Midwest,733,10404.0,0.1152,48,0
L100637,Auto Loan,South,694,10997.0,0.1491,36,1
L100638,Auto Loan,Northeast,689,21469.0,0.0712,36,1
L100639,Personal Loan,Northeast,797,9795.0,0.104,24,0
L100640,Personal Loan,Midwest,757,20337.0,0.1284,48,0
L100641,Personal Loan,South,783,19146.0,0.0992,24,0
L100642,Home Improvement,South,727,15515.0,0.1069,36,0
L100643,Auto Loan,Midwest,748,26776.0,0.1431,48,1
L100644,Personal Loan,West,670,10817.0,0.0988,24,0
L100645,Personal Loan,Midwest,706,27558.0,0.0916,48,0
L100646,Personal Loan,West,710,20274.0,0.096,60,0
L100647,Personal Loan,Midwest,711,9636.0,0.1039,48,0
L100648,Auto Loan,Northeast,650,28113.0,0.0844,48,1
L100649,Home Improvement,West,734,16717.0,0.1492,48,0
L100650,Personal Loan,South,705,17607.0,0.0619,24,0
L100651,Personal Loan,West,733,8260.0,0.0887,48,0
L100652,Auto Loan,West,709,8771.0,0.1451,48,1
L100653,Auto Loan,West,696,7598.0,0.073,48,1
L100654,Auto Loan,Midwest,713,6224.0,0.0996,48,1
L100655,Personal Loan,West,746,8150.0,0.1326,48,0
L100656,Auto Loan,South,717,23683.0,0.077,60,1
L100657,Auto Loan,Northeast,699,21218.0,0.0928,24,1
L100658,Personal Loan,Midwest,790,11222.0,0.1032,36,0
L100659,Personal Loan,Northeast,634,21297.0,0.1204,36,0
L100660,Personal Loan,Midwest,730,14561.0,0.0668,36,0
L100661,Personal Loan,Midwest,663,17678.0,0.1066,48,0
L100662,Auto Loan,West,670,11514.0,0.0636,36,1
L100663,Auto Loan,Northeast,685,9620.0,0.1429,36,1
L100664,Auto Loan,West,682,21933.0,0.1223,48,1
L100665,Auto Loan,Midwest,729,20556.0,0.1296,48,1
L100666,Personal Loan,Midwest,679,29516.0,0.1009,24,0
L100667,Personal Loan,Northeast,754,13913.0,0.0672,24,0
L100668,Auto Loan,Midwest,691,19155.0,0.074,60,1
L100669,Personal Loan,West,717,6615.0,0.1356,60,0
L100670,Auto Loan,West,676,13995.0,0.0652,48,1
L100671,Auto Loan,South,762,9331.0,0.1137,48,1
L100672,Personal Loan,Midwest,697,25257.0,0.144,36,0
L100673,Auto Loan,South,698,19428.0,0.0815,24,1
L100674,Personal Loan,West,654,14093.0,0.1329,60,0
L100675,Personal Loan,South,674,19128.0,0.0793,36,0
L100676,Personal Loan,West,763,20098.0,0.0954,48,0
L100677,Personal Loan,Midwest,724,20996.0,0.1234,36,0
L100678,Home Improvement,Midwest,701,16061.0,0.0873,60,0
L100679,Personal Loan,Northeast,742,17067.0,0.0781,48,0
L100680,Auto Loan,Midwest,707,23234.0,0.1372,24,1
L100681,Auto Loan,West,770,9819.0,0.0987,24,1
L100682,Personal Loan,Midwest,713,17158.0,0.0651,60,0
L100683,Auto Loan,Northeast,677,27959.0,0.1083,24,1
L100684,Auto Loan,Northeast,755,21744.0,0.0738,48,1
L100685,Auto Loan,Northeast,682,13271.0,0.0979,48,1
L100686,Personal Loan,Northeast,673,29206.0,0.0927,24,0
L100687,Personal Loan,Northeast,676,29077.0,0.1259,48,0
L100688,Personal Loan,Northeast,752,22969.0,0.0806,36,0
L100689,Personal Loan,Northeast,700,13514.0,0.0724,48,0
L100690,Personal Loan,Northeast,659,10224.0,0.079,36,0
L100691,Auto Loan,South,719,12551.0,0.1243,36,1
L100692,Personal Loan,Northeast,749,21837.0,0.0678,36,0
L100693,Personal Loan,Midwest,637,20165.0,0.094,48,0
L100694,Auto Loan,West,716,15261.0,0.1189,48,1
L100695,Auto Loan,Northeast,736,13266.0,0.0839,36,1
L100696,Personal Loan,South,720,27381.0,0.0871,36,0
L100697,Auto Loan,South,648,8495.0,0.0976,60,1
L100698,Personal Loan,South,767,11502.0,0.0742,24,0
L100699,Personal Loan,West,757,14110.0,0.0841,60,0
L100700,Auto Loan,South,751,19267.0,0.1418,24,1
L100701,Personal Loan,Northeast,757,29777.0,0.078,48,0
L100702,Auto Loan,Northeast,753,22991.0,0.1298,60,1
L100703,Personal Loan,South,671,10154.0,0.0747,60,0
L100704,Personal Loan,West,746,9200.0,0.0854,36,0
L100705,Auto Loan,Northeast,771,17934.0,0.1115,60,1
L100706,Personal Loan,Midwest,691,25134.0,0.1203,36,0
L100707,Personal Loan,South,683,29180.0,0.0914,60,0
L100708,Auto Loan,South,660,9257.0,0.1263,60,1
L100709,Auto Loan,West,683,24110.0,0.1248,48,1
L100710,Auto Loan,West,772,23618.0,0.1469,36,1
L100711,Auto Loan,Midwest,698,19643.0,0.1495,24,1
L100712,Home Improvement,Midwest,750,25571.0,0.0784,36,0
L100713,Auto Loan,South,716,16641.0,0.1415,36,1
L100714,Personal Loan,West,709,6322.0,0.1431,36,0
L100715,Auto Loan,South,786,12776.0,0.0781,36,1
L100716,Personal Loan,Northeast,753,27060.0,0.1304,36,0
L100717,Personal Loan,Northeast,737,7954.0,0.0791,48,0
L100718,Home Improvement,Midwest,695,8857.0,0.1052,60,0
L100719,Auto Loan,Midwest,713,26711.0,0.1256,36,1
L100720,Auto Loan,West,660,28503.0,0.0834,24,1
L100721,Personal Loan,West,671,11812.0,0.1214,36,0
L100722,Home Improvement,West,726,21005.0,0.1134,48,0
L100723,Home Improvement,South,714,29004.0,0.0615,36,0
L100724,Home Improvement,South,680,26378.0,0.1317,24,0
L100725,Auto Loan,Northeast,684,24434.0,0.1404,36,1
L100726,Personal Loan,South,781,24944.0,0.1,24,0
L100727,Auto Loan,South,716,23819.0,0.0842,36,1
L100728,Auto Loan,Northeast,661,13503.0,0.1321,48,1
L100729,Personal Loan,South,739,7714.0,0.0987,48,0
L100730,Personal Loan,West,702,14570.0,0.1123,48,0
L100731,Personal Loan,Midwest,738,19650.0,0.1391,60,0
L100732,Personal Loan,West,729,22301.0,0.1347,36,0
L100733,Auto Loan,Midwest,693,25666.0,0.0796,60,1
L100734,Auto Loan,West,732,16124.0,0.1095,24,1
L100735,Auto Loan,Midwest,670,11892.0,0.0891,60,1
L100736,Home Improvement,Northeast,737,15802.0,0.1334,24,0
L100737,Auto Loan,South,653,28641.0,0.1414,36,1
L100738,Personal Loan,Midwest,705,7961.0,0.1211,24,0
L100739,Auto Loan,Midwest,684,14302.0,0.0786,36,1
L100740,Personal Loan,West,711,18737.0,0.1302,48,0
L100741,Auto Loan,Northeast,645,11532.0,0.1179,24,1
L100742,Home Improvement,West,743,24508.0,0.0856,24,0
L100743,Auto Loan,West,675,12506.0,0.0822,24,1
L100744,Personal Loan,South,738,21821.0,0.0703,60,0
L100745,Personal Loan,Northeast,719,20773.0,0.0692,36,0
L100746,Personal Loan,Northeast,753,21179.0,0.1313,60,0
L100747,Personal Loan,West,705,17742.0,0.1348,48,0
L100748,Personal Loan,South,709,28423.0,0.0733,24,0
L100749,Personal Loan,Northeast,765,20983.0,0.1253,36,0
L100750,Auto Loan,South,765,16445.0,0.0939,48,1
L100751,Auto Loan,South,660,19983.0,0.1386,48,1
L100752,Personal Loan,Northeast,790,11880.0,0.1226,36,0
L100753,Auto Loan,Northeast,709,11002.0,0.1065,48,1
L100754,Personal Loan,Northeast,720,28395.0,0.127,24,0
L100755,Personal Loan,Northeast,677,26623.0,0.118,48,0
L100756,Personal Loan,South,717,12361.0,0.1412,48,0
L100757,Auto Loan,South,706,13585.0,0.1318,36,1
L100758,Auto Loan,Northeast,679,19367.0,0.1066,48,1
L100759,Home Improvement,South,698,27172.0,0.0808,24,0
L100760,Personal Loan,West,711,12092.0,0.0965,60,0
L100761,Auto Loan,West,620,25098.0,0.0873,36,1
L100762,Home Improvement,South,710,8842.0,0.1333,48,0
L100763,Home Improvement,Midwest,707,20546.0,0.0792,48,0
L100764,Personal Loan,South,779,12661.0,0.1251,48,0
L100765,Auto Loan,Midwest,692,21786.0,0.1398,48,1
L100766,Auto Loan,West,698,26555.0,0.0966,24,1
L100767,Personal Loan,South,675,12903.0,0.0854,48,0
L100768,Home Improvement,Northeast,740,6588.0,0.1292,36,0
L100769,Personal Loan,South,656,18286.0,0.0752,48,0
L100770,Personal Loan,Midwest,678,18573.0,0.1107,48,0
L100771,Personal Loan,Midwest,680,9102.0,0.0658,36,0
L100772,Personal Loan,Northeast,700,7256.0,0.096,48,0
L100773,Home Improvement,Midwest,695,12157.0,0.1426,36,0
L100774,Personal Loan,West,677,20097.0,0.1147,48,0
L100775,Auto Loan,West,681,25664.0,0.0887,24,1
L100776,Personal Loan,West,717,17893.0,0.1228,48,0
L100777,Personal Loan,Midwest,688,29248.0,0.0793,36,0
L100778,Personal Loan,Northeast,813,29762.0,0.137,36,0
L100779,Auto Loan,West,697,9158.0,0.0718,48,1
L100780,Auto Loan,West,672,11217.0,0.0773,48,1
L100781,Personal Loan,Northeast,681,28554.0,0.1014,24,0
L100782,Personal Loan,West,727,25081.0,0.064,24,0
L100783,Auto Loan,Northeast,685,11499.0,0.0989,36,1
L100784,Home Improvement,South,645,9190.0,0.1274,60,0
L100785,Home Improvement,West,718,7682.0,0.1355,36,0
L100786,Auto Loan,Northeast,709,10999.0,0.1245,24,1
L100787,Auto Loan,Northeast,697,13391.0,0.0827,36,1
L100788,Auto Loan,West,705,18934.0,0.1211,24,1
L100789,Home Improvement,Midwest,739,12953.0,0.0646,36,0
L100790,Home Improvement,Midwest,761,6320.0,0.1101,60,0
L100791,Personal Loan,Northeast,740,15450.0,0.1255,60,0
L100792,Auto Loan,Northeast,717,14404.0,0.1432,48,1
L100793,Personal Loan,Northeast,761,15434.0,0.1308,48,0
L100794,Auto Loan,Northeast,669,20810.0,0.1477,24,1
L100795,Personal Loan,West,695,19811.0,0.1494,48,0
L100796,Personal Loan,South,677,20974.0,0.1101,60,0
L100797,Home Improvement,Northeast,737,28747.0,0.1404,24,0
L100798,Personal Loan,Northeast,675,12809.0,0.1059,36,0
L100799,Personal Loan,West,759,21843.0,0.1322,24,0
L100800,Personal Loan,Midwest,690,22799.0,0.1423,48,0
L100801,Personal Loan,West,716,28888.0,0.088,36,0
L100802,Home Improvement,Midwest,679,27815.0,0.1085,48,0
L100803,Personal Loan,South,742,12457.0,0.1397,48,0
L100804,Personal Loan,South,671,11050.0,0.1094,36,0
L100805,Personal Loan,Northeast,713,9311.0,0.1157,48,0
L100806,Personal Loan,West,717,21954.0,0.1428,24,0
L100807,Auto Loan,Northeast,660,11313.0,0.0865,60,1
L100808,Auto Loan,South,733,14350.0,0.0661,36,1
L100809,Home Improvement,South,714,22462.0,0.1154,60,0
L100810,Personal Loan,South,796,29693.0,0.102,48,0
L100811,Personal Loan,Midwest,757,10535.0,0.1158,48,0
L100812,Home Improvement,West,655,20173.0,0.1195,36,0
L100813,Auto Loan,Midwest,762,25344.0,0.0729,48,1
L100814,Home Improvement,West,711,26281.0,0.1447,48,0
L100815,Personal Loan,Northeast,730,12539.0,0.1064,48,0
L100816,Personal Loan,Northeast,686,9500.0,0.068,36,0
L100817,Personal Loan,South,706,13097.0,0.1477,24,0
L100818,Auto Loan,Midwest,699,12715.0,0.1351,36,1
L100819,Personal Loan,Midwest,695,16434.0,0.084,24,0
L100820,Auto Loan,South,739,15729.0,0.1486,48,1
L100821,Auto Loan,South,700,25593.0,0.0953,48,1
L100822,Personal Loan,Northeast,720,28462.0,0.1,36,0
L100823,Home Improvement,South,740,6119.0,0.1127,48,0
L100824,Personal Loan,South,676,14464.0,0.0637,24,0
L100825,Personal Loan,West,737,24008.0,0.0888,36,0
L100826,Auto Loan,West,685,13964.0,0.1421,48,1
L100827,Auto Loan,South,752,8408.0,0.0637,48,1
L100828,Personal Loan,Northeast,701,19510.0,0.1102,48,0
L100829,Personal Loan,West,767,25621.0,0.0931,48,0
L100830,Auto Loan,South,708,24327.0,0.0896,36,1
L100831,Auto Loan,Midwest,747,13813.0,0.1227,48,1
L100832,Personal Loan,Midwest,717,11574.0,0.0672,60,0
L100833,Home Improvement,Midwest,698,12092.0,0.1452,24,0
L100834,Home Improvement,Northeast,704,27153.0,0.1441,48,0
L100835,Auto Loan,Northeast,710,23193.0,0.096,36,1
L100836,Personal Loan,West,724,14605.0,0.104,48,0
L100837,Personal Loan,Midwest,714,25325.0,0.1023,48,0
L100838,Auto Loan,Midwest,731,6506.0,0.0626,36,1
L100839,Personal Loan,Midwest,739,7320.0,0.1396,60,0
L100840,Personal Loan,Northeast,724,23753.0,0.0919,48,0
L100841,Personal Loan,Northeast,720,29424.0,0.1373,48,0
L100842,Home Improvement,Northeast,712,27227.0,0.109,36,0
L100843,Home Improvement,South,681,24372.0,0.091,36,0
L100844,Personal Loan,Midwest,630,27484.0,0.1229,48,0
L100845,Personal Loan,West,692,15389.0,0.1166,36,0
L100846,Auto Loan,South,716,14693.0,0.1032,48,1
L100847,Auto Loan,West,734,11294.0,0.1322,36,1
L100848,Personal Loan,West,620,25816.0,0.129,36,0
L100849,Home Improvement,Midwest,682,25721.0,0.1376,24,0
L100850,Personal Loan,Northeast,699,17054.0,0.1013,36,0
L100851,Personal Loan,West,738,15004.0,0.1063,24,0
L100852,Personal Loan,West,732,9907.0,0.1129,36,0
L100853,Auto Loan,Midwest,750,24938.0,0.0908,48,1
L100854,Home Improvement,South,726,16192.0,0.0644,48,0
L100855,Personal Loan,West,724,9032.0,0.1326,60,0
L100856,Personal Loan,Northeast,724,24103.0,0.0865,24,0
L100857,Home Improvement,South,739,22974.0,0.0677,36,0
L100858,Personal Loan,Northeast,721,6734.0,0.0905,48,0
L100859,Auto Loan,South,743,7862.0,0.0718,36,1
L100860,Personal Loan,South,717,24280.0,0.1225,24,0
L100861,Home Improvement,West,744,13704.0,0.0939,36,0
L100862,Auto Loan,West,681,6557.0,0.1126,36,1
L100863,Personal Loan,South,654,15594.0,0.1287,48,0
L100864,Auto Loan,Midwest,755,7271.0,0.0885,48,1
L100865,Personal Loan,Northeast,730,25084.0,0.0858,24,0
L100866,Auto Loan,South,700,18878.0,0.0633,48,1
L100867,Home Improvement,South,738,14160.0,0.1175,36,0
L100868,Auto Loan,Northeast,620,25923.0,0.1003,36,1
L100869,Auto Loan,West,730,27454.0,0.1123,48,1
L100870,Personal Loan,South,700,16241.0,0.1305,48,0
L100871,Personal Loan,Northeast,748,21061.0,0.0812,36,0
L100872,Auto Loan,Northeast,708,17466.0,0.0773,48,1
L100873,Auto Loan,West,680,6481.0,0.1079,36,1
L100874,Personal Loan,West,730,12560.0,0.1001,36,0
L100875,Personal Loan,Northeast,678,17426.0,0.1054,36,0
L100876,Auto Loan,Northeast,694,27224.0,0.1111,60,1
L100877,Personal Loan,South,771,26124.0,0.0906,60,0
L100878,Personal Loan,West,772,11937.0,0.0613,24,0
L100879,Personal Loan,West,741,24046.0,0.1186,48,0
L100880,Personal Loan,Midwest,758,16178.0,0.1207,48,0
L100881,Personal Loan,South,689,24830.0,0.121,36,0
L100882,Personal Loan,West,664,29867.0,0.0866,60,0
L100883,Personal Loan,Midwest,637,7802.0,0.1168,36,0
L100884,Personal Loan,West,678,12542.0,0.1058,36,0
L100885,Auto Loan,Midwest,731,15469.0,0.1272,36,1
L100886,Auto Loan,Northeast,738,25355.0,0.1384,48,1
L100887,Home Improvement,West,742,10013.0,0.0777,48,0
L100888,Auto Loan,Midwest,749,24811.0,0.1357,24,1
L100889,Personal Loan,South,662,29959.0,0.1392,48,0
L100890,Home Improvement,South,682,27658.0,0.0689,48,0
L100891,Auto Loan,West,705,6718.0,0.0861,36,1
L100892,Personal Loan,Midwest,703,11458.0,0.1071,48,0
L100893,Personal Loan,West,743,17044.0,0.1464,48,0
L100894,Personal Loan,Midwest,745,24568.0,0.1375,48,0
L100895,Personal Loan,South,702,21749.0,0.1379,48,0
L100896,Personal Loan,Northeast,653,13289.0,0.1085,36,0
L100897,Auto Loan,Northeast,704,12409.0,0.1434,24,1
L100898,Personal Loan,Northeast,744,18127.0,0.121,36,0
L100899,Personal Loan,Midwest,735,21684.0,0.1476,48,0
L100900,Auto Loan,South,727,27171.0,0.0735,36,1
L100901,Personal Loan,West,715,22394.0,0.1122,36,0
L100902,Auto Loan,South,734,17595.0,0.0893,24,1
L100903,Personal Loan,West,782,17278.0,0.084,48,0
L100904,Home Improvement,South,639,12717.0,0.0756,48,0
L100905,Auto Loan,Northeast,667,22793.0,0.1323,36,1
L100906,Auto Loan,Midwest,782,15438.0,0.0901,36,1
L100907,Auto Loan,South,678,7762.0,0.1226,36,1
L100908,Home Improvement,West,723,10796.0,0.1457,36,0
L100909,Auto Loan,Northeast,620,19558.0,0.1327,48,1
L100910,Auto Loan,West,746,13168.0,0.0766,48,1
L100911,Personal Loan,West,710,15398.0,0.0891,24,0
L100912,Auto Loan,West,707,15457.0,0.0678,36,1
L100913,Personal Loan,Midwest,694,26050.0,0.0777,36,0
L100914,Personal Loan,Midwest,684,23458.0,0.1471,48,0
L100915,Personal Loan,West,716,7093.0,0.0989,48,0
L100916,Personal Loan,Northeast,720,28105.0,0.1101,36,0
