loan_id,as_of_month,ending_balance,scheduled_payment,actual_payment,dpd,region,product_type,fico_score,secured_flag
L100238,2024-06-30,22444.26,673.33,673.33,0,West,Auto Loan,714,1
L100239,2024-06-30,7649.0,229.47,229.47,0,Midwest,Personal Loan,710,0
L100240,2024-06-30,19769.81,593.09,593.09,0,Northeast,Auto Loan,645,1
L100241,2024-06-30,14195.54,425.87,425.87,0,Midwest,Auto Loan,668,1
L100242,2024-06-30,16702.0,501.06,501.06,0,Northeast,Personal Loan,730,0
L100243,2024-06-30,17049.13,511.47,511.47,0,Midwest,Personal Loan,733,0
L100244,2024-06-30,11244.61,337.34,337.34,0,South,Auto Loan,696,1
L100245,2024-06-30,4840.86,145.23,145.23,0,Northeast,Auto Loan,709,1
L100246,2024-06-30,13940.59,418.22,418.22,0,Northeast,Personal Loan,771,0
L100247,2024-06-30,19428.7,582.86,582.86,0,Northeast,Auto Loan,765,1
L100248,2024-06-30,20146.06,604.38,604.38,0,Northeast,Auto Loan,715,1
L100249,2024-06-30,24876.4,746.29,746.29,0,Northeast,Home Improvement,715,0
L100250,2024-06-30,21145.65,634.37,634.37,0,Northeast,Home Improvement,763,0
L100251,2024-06-30,7793.98,233.82,233.82,0,West,Personal Loan,678,0
L100252,2024-06-30,9266.7,278.0,278.0,0,South,Auto Loan,737,1
L100253,2024-06-30,12527.77,375.83,375.83,0,Northeast,Auto Loan,655,1
L100254,2024-06-30,17205.65,516.17,516.17,0,West,Personal Loan,702,0
L100255,2024-06-30,22224.58,666.74,666.74,0,West,Personal Loan,752,0
L100256,2024-06-30,10710.84,321.33,321.33,0,West,Personal Loan,658,0
L100257,2024-06-30,17929.01,537.87,537.87,0,South,Auto Loan,691,1
L100258,2024-06-30,14463.35,433.9,433.9,0,West,Personal Loan,721,0
L100259,2024-06-30,14811.66,444.35,444.35,0,Northeast,Auto Loan,650,1
L100260,2024-06-30,22957.58,688.73,688.73,0,West,Auto Loan,726,1
L100261,2024-06-30,13095.73,392.87,392.87,0,West,Auto Loan,705,1
L100262,2024-06-30,21560.36,646.81,646.81,0,West,Auto Loan,700,1
L100263,2024-06-30,17689.19,530.68,530.68,0,Northeast,Personal Loan,752,0
L100264,2024-06-30,17066.09,511.98,511.98,0,West,Personal Loan,648,0
L100265,2024-06-30,14251.59,427.55,427.55,0,Northeast,Personal Loan,721,0
L100266,2024-06-30,22118.04,663.54,663.54,0,West,Personal Loan,682,0
L100267,2024-06-30,19523.62,585.71,585.71,0,South,Home Improvement,698,0
L100268,2024-06-30,7096.77,212.9,212.9,0,Northeast,Home Improvement,699,0
L100269,2024-06-30,5193.3,155.8,155.8,0,Midwest,Auto Loan,697,1
L100270,2024-06-30,4509.63,135.29,135.29,0,South,Personal Loan,742,0
L100271,2024-06-30,4980.96,149.43,149.43,0,West,Auto Loan,708,1
L100272,2024-06-30,18611.03,558.33,558.33,0,West,Personal Loan,728,0
L100273,2024-06-30,12455.92,373.68,373.68,0,West,Auto Loan,737,1
L100274,2024-06-30,7734.44,232.03,232.03,0,West,Personal Loan,773,0
L100275,2024-06-30,7855.72,235.67,235.67,0,South,Auto Loan,752,1
L100276,2024-06-30,15932.51,477.98,477.98,0,Northeast,Personal Loan,715,0
L100277,2024-06-30,15851.69,475.55,475.55,0,South,Home Improvement,632,0
L100278,2024-06-30,10900.49,327.01,327.01,0,Northeast,Personal Loan,727,0
L100279,2024-06-30,9334.41,280.03,280.03,0,West,Home Improvement,720,0
L100280,2024-06-30,5401.48,162.04,162.04,0,Midwest,Auto Loan,702,1
L100281,2024-06-30,13451.27,403.54,403.54,0,West,Personal Loan,705,0
L100282,2024-06-30,19152.3,574.57,574.57,0,Midwest,Auto Loan,762,1
L100283,2024-06-30,3465.26,103.96,103.96,0,South,Personal Loan,687,0
L100284,2024-06-30,22327.99,669.84,669.84,0,West,Personal Loan,735,0
L100285,2024-06-30,12331.8,369.95,369.95,0,Northeast,Personal Loan,733,0
L100286,2024-06-30,8496.01,254.88,254.88,0,South,Home Improvement,794,0
L100287,2024-06-30,20636.69,619.1,619.1,0,Northeast,Personal Loan,719,0
L100288,2024-06-30,17805.66,534.17,534.17,0,West,Auto Loan,717,1
L100289,2024-06-30,12278.06,368.34,368.34,0,West,Auto Loan,682,1
L100290,2024-06-30,18271.03,548.13,548.13,0,Northeast,Personal Loan,681,0
L100291,2024-06-30,12902.34,387.07,387.07,0,West,Home Improvement,734,0
L100292,2024-06-30,24997.54,749.93,749.93,0,West,Auto Loan,732,1
L100293,2024-06-30,14098.63,422.96,422.96,0,Northeast,Personal Loan,732,0
L100294,2024-06-30,4925.72,147.77,147.77,0,Northeast,Auto Loan,759,1
L100295,2024-06-30,15439.75,463.19,149.66,80,Northeast,Personal Loan,671,0
L100296,2024-06-30,3094.38,92.83,92.83,0,West,Auto Loan,704,1
L100297,2024-06-30,16481.58,494.45,494.45,0,South,Home Improvement,816,0
L100298,2024-06-30,15328.76,459.86,459.86,0,West,Home Improvement,673,0
L100299,2024-06-30,12836.29,385.09,385.09,0,Midwest,Personal Loan,800,0
L100300,2024-06-30,5384.83,161.54,161.54,0,Northeast,Auto Loan,686,1
L100301,2024-06-30,19360.71,580.82,580.82,0,Northeast,Auto Loan,755,1
L100302,2024-06-30,23564.8,706.94,706.94,0,Northeast,Auto Loan,757,1
L100303,2024-06-30,21771.03,653.13,653.13,0,South,Auto Loan,664,1
L100304,2024-06-30,8355.18,250.66,250.66,0,Northeast,Personal Loan,785,0
L100305,2024-06-30,4581.75,137.45,137.45,0,Midwest,Home Improvement,710,0
L100306,2024-06-30,8370.45,251.11,251.11,0,West,Home Improvement,663,0
L100307,2024-06-30,19305.95,579.18,579.18,0,West,Auto Loan,746,1
L100308,2024-06-30,2835.6,85.07,85.07,0,Midwest,Auto Loan,715,1
L100309,2024-06-30,8618.75,258.56,258.56,0,South,Personal Loan,692,0
L100310,2024-06-30,9862.06,295.86,295.86,0,West,Personal Loan,721,0
L100311,2024-06-30,3446.1,103.38,103.38,0,Midwest,Auto Loan,775,1
L100312,2024-06-30,4658.74,139.76,139.76,0,West,Auto Loan,676,1
L100313,2024-06-30,8546.94,256.41,256.41,0,Midwest,Auto Loan,725,1
L100314,2024-06-30,19248.83,577.46,577.46,0,Midwest,Personal Loan,676,0
L100315,2024-06-30,11602.86,348.09,348.09,0,Northeast,Personal Loan,712,0
L100316,2024-06-30,11010.1,330.3,330.3,0,Northeast,Auto Loan,718,1
L100317,2024-06-30,24462.65,733.88,733.88,0,Midwest,Personal Loan,715,0
L100318,2024-06-30,22815.39,684.46,684.46,0,Northeast,Auto Loan,775,1
L100319,2024-06-30,12846.42,385.39,385.39,0,South,Personal Loan,730,0
L100320,2024-06-30,23341.05,700.23,700.23,0,West,Personal Loan,749,0
L100321,2024-06-30,2637.16,79.11,79.11,0,Northeast,Personal Loan,701,0
L100322,2024-06-30,11219.37,336.58,336.58,0,South,Personal Loan,714,0
L100323,2024-06-30,22076.6,662.3,662.3,0,South,Personal Loan,674,0
L100324,2024-06-30,6655.44,199.66,199.66,0,Midwest,Auto Loan,768,1
L100325,2024-06-30,12395.12,371.85,371.85,0,West,Personal Loan,725,0
L100326,2024-06-30,19442.16,583.26,583.26,0,Northeast,Personal Loan,672,0
L100327,2024-06-30,14967.05,449.01,449.01,0,Northeast,Auto Loan,717,1
L100328,2024-06-30,12592.53,377.78,377.78,0,Northeast,Personal Loan,716,0
L100329,2024-06-30,8099.07,242.97,242.97,0,West,Personal Loan,720,0
L100330,2024-06-30,23830.96,714.93,332.69,75,South,Personal Loan,702,0
L100331,2024-06-30,15333.03,459.99,459.99,0,Northeast,Auto Loan,687,1
L100332,2024-06-30,14232.21,426.97,426.97,0,West,Auto Loan,745,1
L100333,2024-06-30,20479.0,614.37,614.37,0,South,Home Improvement,677,0
L100334,2024-06-30,16106.92,483.21,483.21,0,West,Personal Loan,784,0
L100335,2024-06-30,20382.85,611.49,611.49,0,Midwest,Auto Loan,701,1
L100336,2024-06-30,2532.15,75.96,75.96,0,Midwest,Auto Loan,696,1
L100337,2024-06-30,21689.24,650.68,650.68,0,South,Personal Loan,746,0
L100338,2024-06-30,18121.22,543.64,543.64,0,South,Auto Loan,702,1
L100339,2024-06-30,14643.52,439.31,439.31,0,West,Personal Loan,702,0
L100340,2024-06-30,22252.69,667.58,667.58,0,Northeast,Personal Loan,699,0
L100341,2024-06-30,24485.86,734.58,734.58,0,Northeast,Home Improvement,715,0
L100342,2024-06-30,20625.37,618.76,618.76,0,West,Home Improvement,699,0
L100343,2024-06-30,2031.9,60.96,60.96,0,Midwest,Personal Loan,747,0
L100344,2024-06-30,4223.38,126.7,126.7,0,Midwest,Personal Loan,675,0
L100345,2024-06-30,4609.2,138.28,138.28,0,South,Auto Loan,692,1
L100346,2024-06-30,15803.84,474.12,474.12,0,Midwest,Personal Loan,719,0
L100347,2024-06-30,18265.51,547.97,547.97,0,West,Auto Loan,764,1
L100348,2024-06-30,11877.33,356.32,356.32,0,Midwest,Home Improvement,661,0
L100349,2024-06-30,18211.66,546.35,546.35,0,West,Personal Loan,733,0
L100350,2024-06-30,21753.24,652.6,652.6,0,South,Personal Loan,750,0
L100351,2024-06-30,12771.96,383.16,383.16,0,West,Auto Loan,734,1
L100352,2024-06-30,2035.86,61.08,61.08,0,West,Auto Loan,709,1
L100353,2024-06-30,24762.98,742.89,742.89,0,South,Personal Loan,712,0
L100354,2024-06-30,19200.93,576.03,576.03,0,South,Personal Loan,690,0
L100355,2024-06-30,12809.43,384.28,384.28,0,Midwest,Auto Loan,711,1
L100356,2024-06-30,20445.1,613.35,613.35,0,West,Auto Loan,653,1
L100357,2024-06-30,16001.68,480.05,480.05,0,Midwest,Auto Loan,655,1
L100358,2024-06-30,12495.33,374.86,374.86,0,Midwest,Auto Loan,665,1
L100359,2024-06-30,16454.09,493.62,493.62,0,South,Personal Loan,620,0
L100360,2024-06-30,11454.82,343.64,343.64,0,South,Personal Loan,770,0
L100361,2024-06-30,8250.35,247.51,247.51,0,South,Auto Loan,640,1
L100362,2024-06-30,10079.73,302.39,302.39,0,West,Home Improvement,735,0
L100363,2024-06-30,22586.98,677.61,677.61,0,Northeast,Personal Loan,746,0
L100364,2024-06-30,14044.84,421.35,421.35,0,Northeast,Auto Loan,766,1
L100365,2024-06-30,3687.7,110.63,110.63,0,Midwest,Home Improvement,675,0
L100366,2024-06-30,17981.45,539.44,539.44,0,Midwest,Personal Loan,668,0
L100367,2024-06-30,5610.93,168.33,168.33,0,Midwest,Personal Loan,715,0
L100368,2024-06-30,14768.49,443.05,443.05,0,West,Home Improvement,676,0
L100369,2024-06-30,14782.29,443.47,443.47,0,Northeast,Personal Loan,641,0
L100370,2024-06-30,8312.69,249.38,249.38,0,Northeast,Auto Loan,671,1
L100371,2024-06-30,21158.02,634.74,634.74,0,South,Personal Loan,756,0
L100372,2024-06-30,21859.48,655.78,655.78,0,Midwest,Personal Loan,696,0
L100373,2024-06-30,9211.41,276.34,276.34,0,Northeast,Personal Loan,758,0
L100374,2024-06-30,23092.06,692.76,692.76,0,Northeast,Personal Loan,752,0
L100375,2024-06-30,8429.37,252.88,252.88,0,West,Home Improvement,707,0
L100376,2024-06-30,3495.6,104.87,104.87,0,West,Personal Loan,717,0
L100377,2024-06-30,11540.16,346.2,346.2,0,South,Personal Loan,784,0
L100378,2024-06-30,19608.82,588.26,588.26,0,Northeast,Auto Loan,783,1
L100379,2024-06-30,2176.8,65.3,65.3,0,South,Home Improvement,696,0
L100380,2024-06-30,4300.48,129.01,129.01,0,Northeast,Auto Loan,691,1
L100381,2024-06-30,8813.21,264.4,264.4,0,Midwest,Personal Loan,703,0
L100382,2024-06-30,8694.46,260.83,260.83,0,South,Personal Loan,735,0
L100383,2024-06-30,5238.26,157.15,157.15,0,Midwest,Home Improvement,756,0
L100384,2024-06-30,5654.79,169.64,169.64,0,West,Auto Loan,739,1
L100385,2024-06-30,6858.21,205.75,205.75,0,Northeast,Home Improvement,774,0
L100386,2024-06-30,12796.71,383.9,47.38,80,Midwest,Auto Loan,684,1
L100387,2024-06-30,17693.33,530.8,530.8,0,West,Personal Loan,656,0
L100388,2024-06-30,21460.45,643.81,643.81,0,South,Personal Loan,692,0
L100389,2024-06-30,7339.02,220.17,220.17,0,West,Personal Loan,635,0
L100390,2024-06-30,11131.79,333.95,333.95,0,Midwest,Personal Loan,711,0
L100391,2024-06-30,17073.27,512.2,512.2,0,South,Personal Loan,709,0
L100392,2024-06-30,22495.9,674.88,674.88,0,Midwest,Home Improvement,814,0
L100393,2024-06-30,8360.91,250.83,250.83,0,West,Auto Loan,658,1
L100394,2024-06-30,23645.99,709.38,709.38,0,Northeast,Personal Loan,749,0
L100395,2024-06-30,4618.03,138.54,138.54,0,South,Personal Loan,670,0
L100396,2024-06-30,11171.73,335.15,335.15,0,Midwest,Home Improvement,715,0
L100397,2024-06-30,20658.9,619.77,119.87,97,West,Auto Loan,707,1
L100398,2024-06-30,14821.66,444.65,444.65,0,Midwest,Personal Loan,653,0
L100399,2024-06-30,22327.73,669.83,669.83,0,Northeast,Personal Loan,692,0
L100400,2024-06-30,11506.3,345.19,345.19,0,South,Personal Loan,732,0
L100401,2024-06-30,15026.72,450.8,450.8,0,West,Personal Loan,754,0
L100402,2024-06-30,13695.28,410.86,410.86,0,Northeast,Personal Loan,724,0
L100403,2024-06-30,4552.8,136.58,136.58,0,South,Auto Loan,694,1
L100404,2024-06-30,7047.67,211.43,211.43,0,Northeast,Personal Loan,745,0
L100405,2024-06-30,17308.12,519.24,519.24,0,Midwest,Personal Loan,717,0
L100406,2024-06-30,19922.2,597.67,597.67,0,West,Personal Loan,748,0
L100407,2024-06-30,14436.59,433.1,433.1,0,West,Personal Loan,740,0
L100408,2024-06-30,24005.41,720.16,720.16,0,Midwest,Personal Loan,671,0
L100409,2024-06-30,12924.28,387.73,387.73,0,Northeast,Home Improvement,674,0
L100410,2024-06-30,11100.81,333.02,333.02,0,South,Personal Loan,762,0
L100411,2024-06-30,22180.44,665.41,665.41,0,Northeast,Auto Loan,714,1
L100412,2024-06-30,14489.59,434.69,434.69,0,South,Auto Loan,679,1
L100413,2024-06-30,9417.39,282.52,282.52,0,Northeast,Personal Loan,672,0
L100414,2024-06-30,12313.67,369.41,369.41,0,South,Personal Loan,779,0
L100415,2024-06-30,9727.86,291.84,291.84,0,West,Auto Loan,737,1
L100416,2024-06-30,7444.91,223.35,223.35,0,West,Auto Loan,722,1
L100417,2024-06-30,23699.21,710.98,710.98,0,West,Personal Loan,664,0
L100418,2024-06-30,15587.28,467.62,467.62,0,Midwest,Auto Loan,706,1
L100419,2024-06-30,20727.46,621.82,621.82,0,South,Auto Loan,689,1
L100420,2024-06-30,8504.75,255.14,255.14,0,West,Personal Loan,782,0
L100421,2024-06-30,14557.08,436.71,436.71,0,Northeast,Personal Loan,720,0
L100422,2024-06-30,23776.88,713.31,713.31,0,Northeast,Personal Loan,664,0
L100423,2024-06-30,20016.56,600.5,600.5,0,South,Auto Loan,689,1
L100424,2024-06-30,14000.23,420.01,420.01,0,Midwest,Personal Loan,713,0
L100425,2024-06-30,21330.38,639.91,639.91,0,South,Personal Loan,705,0
L100426,2024-06-30,5212.35,156.37,156.37,0,West,Personal Loan,673,0
L100427,2024-06-30,7362.29,220.87,220.87,0,Midwest,Auto Loan,668,1
L100428,2024-06-30,3796.36,113.89,8.17,32,West,Personal Loan,752,0
L100429,2024-06-30,15500.11,465.0,465.0,0,South,Personal Loan,702,0
L100430,2024-06-30,7291.28,218.74,218.74,0,West,Personal Loan,659,0
L100431,2024-06-30,5995.95,179.88,179.88,0,South,Auto Loan,717,1
L100432,2024-06-30,20308.12,609.24,609.24,0,Northeast,Auto Loan,696,1
L100433,2024-06-30,20012.37,600.37,600.37,0,Northeast,Auto Loan,669,1
L100434,2024-06-30,5710.54,171.32,171.32,0,West,Auto Loan,687,1
L100435,2024-06-30,6593.31,197.8,197.8,0,West,Auto Loan,724,1
L100436,2024-06-30,15861.35,475.84,475.84,0,West,Personal Loan,627,0
L100437,2024-06-30,9027.48,270.82,270.82,0,Midwest,Personal Loan,734,0
L100438,2024-06-30,18973.82,569.21,569.21,0,Northeast,Auto Loan,721,1
L100439,2024-06-30,21260.44,637.81,637.81,0,West,Home Improvement,722,0
L100440,2024-06-30,12480.99,374.43,374.43,0,West,Home Improvement,752,0
L100441,2024-06-30,11647.81,349.43,349.43,0,Midwest,Personal Loan,667,0
L100442,2024-06-30,13128.79,393.86,393.86,0,Midwest,Personal Loan,731,0
L100443,2024-06-30,24272.25,728.17,728.17,0,Northeast,Auto Loan,744,1
L100444,2024-06-30,4174.27,125.23,125.23,0,Midwest,Personal Loan,741,0
L100445,2024-06-30,14747.71,442.43,442.43,0,West,Auto Loan,667,1
L100446,2024-06-30,23670.91,710.13,710.13,0,Midwest,Personal Loan,659,0
L100447,2024-06-30,24985.12,749.55,749.55,0,Midwest,Home Improvement,740,0
L100448,2024-06-30,10356.57,310.7,310.7,0,West,Auto Loan,795,1
L100449,2024-06-30,16355.58,490.67,490.67,0,South,Auto Loan,734,1
L100450,2024-06-30,23108.93,693.27,693.27,0,Northeast,Personal Loan,716,0
L100451,2024-06-30,22055.32,661.66,661.66,0,West,Personal Loan,671,0
L100452,2024-06-30,8080.36,242.41,242.41,0,Midwest,Personal Loan,760,0
L100453,2024-06-30,19908.87,597.27,597.27,0,Midwest,Home Improvement,675,0
L100454,2024-06-30,19331.17,579.94,579.94,0,South,Auto Loan,752,1
L100455,2024-06-30,8547.97,256.44,256.44,0,South,Auto Loan,737,1
L100456,2024-06-30,2723.05,81.69,81.69,0,South,Personal Loan,741,0
L100457,2024-06-30,6366.33,190.99,190.99,0,South,Auto Loan,695,1
L100458,2024-06-30,16345.41,490.36,490.36,0,South,Personal Loan,755,0
L100459,2024-06-30,3681.84,110.46,110.46,0,Midwest,Auto Loan,729,1
L100460,2024-06-30,2087.31,62.62,62.62,0,Midwest,Personal Loan,670,0
L100461,2024-06-30,16710.3,501.31,501.31,0,South,Auto Loan,734,1
L100462,2024-06-30,16270.22,488.11,488.11,0,South,Personal Loan,665,0
L100463,2024-06-30,15075.49,452.26,452.26,0,South,Auto Loan,710,1
L100464,2024-06-30,24245.44,727.36,727.36,0,South,Auto Loan,731,1
L100465,2024-06-30,13374.61,401.24,401.24,0,South,Auto Loan,732,1
L100466,2024-06-30,2599.16,77.97,77.97,0,West,Personal Loan,660,0
L100467,2024-06-30,4132.28,123.97,123.97,0,West,Auto Loan,704,1
L100468,2024-06-30,11910.41,357.31,357.31,0,South,Personal Loan,656,0
L100469,2024-06-30,21682.69,650.48,650.48,0,South,Personal Loan,716,0
L100470,2024-06-30,8108.72,243.26,243.26,0,Midwest,Personal Loan,753,0
L100471,2024-06-30,11988.36,359.65,359.65,0,South,Auto Loan,732,1
L100472,2024-06-30,20838.51,625.16,625.16,0,South,Auto Loan,750,1
L100473,2024-06-30,24144.78,724.34,198.25,37,Midwest,Personal Loan,745,0
L100474,2024-06-30,15742.73,472.28,472.28,0,Midwest,Auto Loan,720,1
L100475,2024-06-30,11066.33,331.99,331.99,0,Northeast,Auto Loan,723,1
L100476,2024-06-30,12747.36,382.42,382.42,0,Northeast,Auto Loan,716,1
L100477,2024-06-30,20178.15,605.34,605.34,0,Midwest,Auto Loan,696,1
L100478,2024-06-30,14453.64,433.61,433.61,0,West,Home Improvement,636,0
L100479,2024-06-30,24007.23,720.22,720.22,0,West,Auto Loan,776,1
L100480,2024-06-30,9080.73,272.42,272.42,0,Midwest,Personal Loan,720,0
L100481,2024-06-30,23140.31,694.21,694.21,0,South,Home Improvement,711,0
L100482,2024-06-30,18207.73,546.23,546.23,0,Midwest,Home Improvement,753,0
L100483,2024-06-30,20949.21,628.48,628.48,0,Midwest,Auto Loan,711,1
L100484,2024-06-30,4738.48,142.15,142.15,0,South,Personal Loan,720,0
L100485,2024-06-30,14157.89,424.74,424.74,0,West,Home Improvement,765,0
L100486,2024-06-30,7976.52,239.3,239.3,0,South,Personal Loan,656,0
L100487,2024-06-30,14778.3,443.35,443.35,0,South,Home Improvement,685,0
L100488,2024-06-30,6490.2,194.71,194.71,0,South,Personal Loan,663,0
L100489,2024-06-30,11438.72,343.16,343.16,0,Midwest,Personal Loan,675,0
L100490,2024-06-30,20835.66,625.07,625.07,0,South,Personal Loan,698,0
L100491,2024-06-30,19709.75,591.29,591.29,0,Midwest,Personal Loan,656,0
L100492,2024-06-30,14521.59,435.65,435.65,0,Midwest,Home Improvement,629,0
L100493,2024-06-30,12249.89,367.5,367.5,0,South,Personal Loan,709,0
L100494,2024-06-30,3417.51,102.53,102.53,0,West,Personal Loan,711,0
L100495,2024-06-30,16487.82,494.63,494.63,0,West,Personal Loan,728,0
L100496,2024-06-30,21621.77,648.65,648.65,0,South,Auto Loan,726,1
L100497,2024-06-30,3012.72,90.38,90.38,0,South,Personal Loan,650,0
L100498,2024-06-30,7763.5,232.91,232.91,0,Midwest,Auto Loan,736,1
L100499,2024-06-30,2815.29,84.46,84.46,0,Midwest,Auto Loan,820,1
L100500,2024-06-30,4940.91,148.23,148.23,0,Northeast,Auto Loan,709,1
L100501,2024-06-30,6621.6,198.65,198.65,0,West,Home Improvement,673,0
L100502,2024-06-30,23813.05,714.39,714.39,0,West,Personal Loan,760,0
L100503,2024-06-30,4390.93,131.73,131.73,0,Northeast,Home Improvement,739,0
L100504,2024-06-30,24606.66,738.2,738.2,0,Northeast,Personal Loan,688,0
L100505,2024-06-30,13479.36,404.38,404.38,0,Northeast,Auto Loan,702,1
L100506,2024-06-30,21196.64,635.9,635.9,0,South,Auto Loan,698,1
L100507,2024-06-30,7823.32,234.7,234.7,0,Midwest,Personal Loan,761,0
L100508,2024-06-30,11593.19,347.8,347.8,0,South,Auto Loan,657,1
L100509,2024-06-30,22630.35,678.91,678.91,0,South,Personal Loan,706,0
L100510,2024-06-30,17020.66,510.62,510.62,0,South,Auto Loan,717,1
L100511,2024-06-30,19868.52,596.06,596.06,0,South,Home Improvement,681,0
L100512,2024-06-30,15936.15,478.08,478.08,0,West,Personal Loan,644,0
L100513,2024-06-30,17999.48,539.98,539.98,0,South,Personal Loan,738,0
L100514,2024-06-30,13825.57,414.77,414.77,0,Midwest,Auto Loan,719,1
L100515,2024-06-30,13614.14,408.42,408.42,0,South,Auto Loan,729,1
L100516,2024-06-30,21700.32,651.01,651.01,0,South,Auto Loan,660,1
L100517,2024-06-30,6778.82,203.36,203.36,0,West,Home Improvement,701,0
L100518,2024-06-30,20713.78,621.41,621.41,0,Northeast,Auto Loan,725,1
L100519,2024-06-30,19769.45,593.08,593.08,0,West,Auto Loan,674,1
L100520,2024-06-30,14192.31,425.77,425.77,0,Northeast,Home Improvement,705,0
L100521,2024-06-30,15948.47,478.45,478.45,0,South,Auto Loan,707,1
L100522,2024-06-30,10039.13,301.17,301.17,0,South,Personal Loan,708,0
L100523,2024-06-30,11028.01,330.84,330.84,0,Midwest,Personal Loan,668,0
L100524,2024-06-30,16299.8,488.99,488.99,0,South,Auto Loan,682,1
L100525,2024-06-30,12358.08,370.74,370.74,0,Midwest,Auto Loan,620,1
L100526,2024-06-30,21446.04,643.38,643.38,0,Midwest,Personal Loan,620,0
L100527,2024-06-30,12894.65,386.84,386.84,0,Northeast,Home Improvement,733,0
L100528,2024-06-30,9459.8,283.79,283.79,0,Midwest,Auto Loan,748,1
L100529,2024-06-30,19554.13,586.62,586.62,0,West,Home Improvement,632,0
L100530,2024-06-30,19222.54,576.68,576.68,0,Midwest,Personal Loan,783,0
L100531,2024-06-30,4334.84,130.05,130.05,0,West,Home Improvement,667,0
L100532,2024-06-30,13490.32,404.71,404.71,0,West,Personal Loan,724,0
L100533,2024-06-30,3894.48,116.83,116.83,0,Midwest,Home Improvement,643,0
L100534,2024-06-30,11319.41,339.58,339.58,0,Midwest,Personal Loan,790,0
L100535,2024-06-30,13761.97,412.86,412.86,0,Midwest,Auto Loan,745,1
L100536,2024-06-30,18921.68,567.65,567.65,0,West,Home Improvement,688,0
L100537,2024-06-30,3321.34,99.64,99.64,0,Midwest,Personal Loan,714,0
L100538,2024-06-30,20752.95,622.59,622.59,0,Northeast,Personal Loan,754,0
L100539,2024-06-30,6277.94,188.34,188.34,0,West,Personal Loan,694,0
L100540,2024-06-30,4065.2,121.96,121.96,0,West,Home Improvement,737,0
L100541,2024-06-30,13304.97,399.15,399.15,0,West,Home Improvement,703,0
L100542,2024-06-30,2262.1,67.86,67.86,0,Northeast,Auto Loan,673,1
L100543,2024-06-30,15719.81,471.59,471.59,0,West,Home Improvement,737,0
L100544,2024-06-30,11891.75,356.75,356.75,0,West,Personal Loan,688,0
L100545,2024-06-30,12539.73,376.19,376.19,0,Midwest,Personal Loan,682,0
L100546,2024-06-30,13578.73,407.36,407.36,0,West,Personal Loan,656,0
L100547,2024-06-30,11663.97,349.92,349.92,0,South,Home Improvement,706,0
L100548,2024-06-30,5586.44,167.59,167.59,0,South,Home Improvement,683,0
L100549,2024-06-30,3688.61,110.66,110.66,0,South,Auto Loan,786,1
L100550,2024-06-30,21752.53,652.58,652.58,0,Midwest,Auto Loan,729,1
L100551,2024-06-30,9040.68,271.22,271.22,0,South,Auto Loan,677,1
L100552,2024-06-30,12302.81,369.08,369.08,0,South,Auto Loan,710,1
L100553,2024-06-30,18964.03,568.92,568.92,0,Northeast,Auto Loan,660,1
L100554,2024-06-30,15810.73,474.32,474.32,0,Midwest,Home Improvement,673,0
L100555,2024-06-30,11440.61,343.22,343.22,0,South,Personal Loan,706,0
L100556,2024-06-30,12306.89,369.21,369.21,0,Midwest,Personal Loan,678,0
L100557,2024-06-30,21736.11,652.08,652.08,0,South,Home Improvement,735,0
L100558,2024-06-30,22462.77,673.88,673.88,0,West,Auto Loan,752,1
L100559,2024-06-30,13527.18,405.82,405.82,0,Northeast,Personal Loan,778,0
L100560,2024-06-30,22900.01,687.0,687.0,0,Northeast,Home Improvement,666,0
L100561,2024-06-30,14238.38,427.15,427.15,0,West,Personal Loan,702,0
L100562,2024-06-30,7357.49,220.72,220.72,0,West,Personal Loan,684,0
L100563,2024-06-30,11813.3,354.4,354.4,0,Midwest,Personal Loan,701,0
L100564,2024-06-30,17845.89,535.38,535.38,0,Northeast,Auto Loan,648,1
L100565,2024-06-30,16078.47,482.35,482.35,0,South,Personal Loan,669,0
L100566,2024-06-30,3533.71,106.01,106.01,0,Northeast,Auto Loan,697,1
L100567,2024-06-30,19154.95,574.65,574.65,0,Midwest,Personal Loan,709,0
L100568,2024-06-30,12162.21,364.87,364.87,0,West,Home Improvement,710,0
L100569,2024-06-30,24103.53,723.11,723.11,0,West,Auto Loan,745,1
L100570,2024-06-30,24189.89,725.7,725.7,0,Midwest,Personal Loan,787,0
L100571,2024-06-30,7839.7,235.19,235.19,0,West,Personal Loan,790,0
L100572,2024-06-30,2161.33,64.84,64.84,0,West,Personal Loan,762,0
L100573,2024-06-30,6552.95,196.59,196.59,0,South,Personal Loan,743,0
L100574,2024-06-30,12893.69,386.81,386.81,0,South,Auto Loan,680,1
L100575,2024-06-30,9835.34,295.06,295.06,0,Midwest,Personal Loan,760,0
L100576,2024-06-30,23523.18,705.7,705.7,0,Midwest,Auto Loan,693,1
L100577,2024-06-30,20764.81,622.94,622.94,0,Northeast,Auto Loan,639,1
L100578,2024-06-30,4957.9,148.74,148.74,0,West,Auto Loan,712,1
L100579,2024-06-30,21437.0,643.11,643.11,0,South,Personal Loan,711,0
L100580,2024-06-30,7476.7,224.3,224.3,0,Midwest,Personal Loan,692,0
L100581,2024-06-30,13788.69,413.66,413.66,0,Midwest,Personal Loan,708,0
L100582,2024-06-30,16819.65,504.59,504.59,0,Northeast,Personal Loan,701,0
